pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
EusLisp,False,,,,,,False,False,False,False,False,False,False,eulisp
Event-B,False,,,,,,False,False,False,False,False,False,False,
EventQL,False,,,,,,False,False,False,False,False,False,False,
EViews,False,,,,,,False,False,False,False,False,False,False,
EXEC 2,False,,,,,,False,False,False,False,False,False,False,
EXEC 8,False,,,,,,False,False,False,False,False,False,False,
Exo,False,,,,,,False,False,False,False,False,False,False,
EXPL,False,,,,,,False,False,False,False,False,False,False,
Extended Color BASIC,False,,,,,,False,False,False,False,False,False,False,
Extended ML,False,,,,,,False,False,False,False,False,False,False,
Extended Pascal,False,,,,,,False,False,False,False,False,False,False,extended-pascal
F-lite,False,,,,,,False,False,False,False,False,False,False,
F-Logic,False,,,,,,False,False,False,False,False,False,False,
F-star,False,,,,,,False,False,False,False,False,False,False,
Familia,False,,,,,,False,False,False,False,False,False,False,
FBSL,False,,,,,,False,False,False,False,False,False,False,
FeatherweightJava,False,,,,,,False,False,False,False,False,False,False,
Feldspar,False,,,,,,False,False,False,False,False,False,False,
Feline,False,,,,,,False,False,False,False,False,False,False,
Fenix,False,,,,,,False,False,False,False,False,False,False,
Feral,False,,,,,,False,False,False,False,False,False,False,
Fermat,False,,,,,,False,False,False,False,False,False,False,
Fexl,False,,,,,,False,False,False,False,False,False,False,
FFP,False,,,,,,False,False,False,False,False,False,False,
FGHC,False,,,,,,False,False,False,False,False,False,False,
Fiacre,False,,,,,,False,False,False,False,False,False,False,
Ficl,False,,,,,,False,False,False,False,False,False,False,
Ficus,False,,,,,,False,False,False,False,False,False,False,
Fift,False,,,,,,False,False,False,False,False,False,False,
Figaro,False,,,,,,False,False,False,False,False,False,False,
Fika,False,,,,,,False,False,False,False,False,False,False,
Filament,False,,,,,,False,False,False,False,False,False,False,
Finch,False,,,,,,False,False,False,False,False,False,False,
Fjord,False,,,,,,False,False,False,False,False,False,False,
FKiSS,False,,,,,,False,False,False,False,False,False,False,
Fklang,False,,,,,,False,False,False,False,False,False,False,
Flat Assembler,False,,,,,,False,False,False,False,False,False,False,
Flat Concurrent Prolog,False,,,,,,False,False,False,False,False,False,False,
FlatAssembler,False,,,,,,False,False,False,False,False,False,False,
FlatZinc,False,,,,,,False,False,False,False,False,False,False,
Flint,False,,,,,,False,False,False,False,False,False,False,
FlooP,False,,,,,,False,False,False,False,False,False,False,
Flora-2,False,,,,,,False,False,False,False,False,False,False,
Flow-based programming,False,,,,,,False,False,False,False,False,False,False,
FLOWTRAN,False,,,,,,False,False,False,False,False,False,False,
FLPL,False,,,,,,False,False,False,False,False,False,False,
Fluxus,False,,,,,,False,False,False,False,False,False,False,
FMSLogo,False,,,,,,False,False,False,False,False,False,False,
Foma,False,,,,,,False,False,False,False,False,False,False,
FORM,False,,,,,,False,False,False,False,False,False,False,
FormCalc,False,,,,,,False,False,False,False,False,False,False,
Formulog,False,,,,,,False,False,False,False,False,False,False,
Formura,False,,,,,,False,False,False,False,False,False,False,
Forsythe,False,,,,,,False,False,False,False,False,False,False,
FORTH-83,False,,,,,,False,False,False,False,False,False,False,
Fortran 2003,False,,,,,,False,False,False,False,False,False,False,
Fortran 2008,False,,,,,,False,False,False,False,False,False,False,
Fortran 2018,False,,,,,,False,False,False,False,False,False,False,
Fortran 2023,False,,,,,,False,False,False,False,False,False,False,
FORTRAN 66,False,,,,,,False,False,False,False,False,False,False,
FORTRAN 77,False,,,,,,False,False,False,False,False,False,False,
Fortran 90,False,,,,,,False,False,False,False,False,False,False,
Fortran 95,False,,,,,,False,False,False,False,False,False,False,
FORTRAN I,False,,,,,,False,False,False,False,False,False,False,
FORTRAN II,False,,,,,,False,False,False,False,False,False,False,
FORTRAN III,False,,,,,,False,False,False,False,False,False,False,
FORTRAN IV,False,,,,,,False,False,False,False,False,False,False,
Forum,False,,,,,,False,False,False,False,False,False,False,
FoxBASE,False,,,,,,False,False,False,False,False,False,False,
FoxDot,False,,,,,,False,False,False,False,False,False,False,
fq,False,,,,,,False,False,False,False,False,False,False,
Frama-C,False,,,,,,False,False,False,False,False,False,False,
Franz Lisp,False,,,,,,False,False,False,False,False,False,False,
Free Pascal,False,,,,,,False,False,False,False,False,False,False,
FreeFem++,False,,,,,,False,False,False,False,False,False,False,
FreeMat,False,,,,,,False,False,False,False,False,False,False,
FreshML,False,,,,,,False,False,False,False,False,False,False,
FriCAS,False,,,,,,False,False,False,False,False,False,False,
Fril,False,,,,,,False,False,False,False,False,False,False,
FSP,False,,,,,,False,False,False,False,False,False,False,
Full BASIC,False,,,,,,False,False,False,False,False,False,False,
Function Block Diagram,False,,,,,,False,False,False,False,False,False,False,
Funnel,False,,,,,,False,False,False,False,False,False,False,
FunnelWeb,False,,,,,,False,False,False,False,False,False,False,
FunScript,False,,,,,,False,False,False,False,False,False,False,
Fuzion,False,,,,,,False,False,False,False,False,False,False,
FWEB,False,,,,,,False,False,False,False,False,False,False,
Galaxy,False,,,,,,False,False,False,False,False,False,False,
GALGAS,False,,,,,,False,False,False,False,False,False,False,
Gallina,False,,,,,,False,False,False,False,False,False,False,
Gambit,False,,,,,,False,False,False,False,False,False,False,
Gambit Scheme,False,,,,,,False,False,False,False,False,False,False,
GameLisp,False,,,,,,False,False,False,False,False,False,False,
GameMaker Language,False,,,,,,False,False,False,False,False,False,False,
GameMonkey,False,,,,,,False,False,False,False,False,False,False,
GameMonkey Script,False,,,,,,False,False,False,False,False,False,False,gamemonkey-script
Garnet,False,,,,,,False,False,False,False,False,False,False,
GAUSS,False,,,,,,False,False,False,False,False,False,False,
GAWK,False,,,,,,False,False,False,False,False,False,False,
gbeta,False,,,,,,False,False,False,False,False,False,False,
GCL,False,,,,,,False,False,False,False,False,False,False,
GDLisp,False,,,,,,False,False,False,False,False,False,False,
GDML,False,,,,,,False,False,False,False,False,False,False,
GemStone/S,False,,,,,,False,False,False,False,False,False,False,
Gen,False,,,,,,False,False,False,False,False,False,False,
Generic Java,False,,,,,,False,False,False,False,False,False,False,
Genius,False,,,,,,False,False,False,False,False,False,False,
GENTLE,False,,,,,,False,False,False,False,False,False,False,
Genyris,False,,,,,,False,False,False,False,False,False,False,
GEORGE 1,False,,,,,,False,False,False,False,False,False,False,
GEORGE 2,False,,,,,,False,False,False,False,False,False,False,
GEORGE 3,False,,,,,,False,False,False,False,False,False,False,
GEORGE 4,False,,,,,,False,False,False,False,False,False,False,
GEORGE 5,False,,,,,,False,False,False,False,False,False,False,
GFA BASIC,False,,,,,,False,False,False,False,False,False,False,
GFL,False,,,,,,False,False,False,False,False,False,False,
Giac,False,,,,,,False,False,False,False,False,False,False,
Gibber,False,,,,,,False,False,False,False,False,False,False,
Gibbon,False,,,,,,False,False,False,False,False,False,False,
Gibiane,False,,,,,,False,False,False,False,False,False,False,
GIER ALGOL,False,,,,,,False,False,False,False,False,False,False,
Ginger,False,,,,,,False,False,False,False,False,False,False,
GJ,False,,,,,,False,False,False,False,False,False,False,
Glasgow Parallel Haskell,False,,,,,,False,False,False,False,False,False,False,
Glee,False,,,,,,False,False,False,False,False,False,False,
GLIM,False,,,,,,False,False,False,False,False,False,False,
Glossa,False,,,,,,False,False,False,False,False,False,False,
Glow,False,,,,,,False,False,False,False,False,False,False,
Glulx,False,,,,,,False,False,False,False,False,False,False,
GMPL,False,,,,,,False,False,False,False,False,False,False,
GNU APL,False,,,,,,False,False,False,False,False,False,False,
GNU Guile,False,,,,,,False,False,False,False,False,False,False,
GNU MathProg,False,,,,,,False,False,False,False,False,False,False,
GNU Octave,False,,,,,,False,False,False,False,False,False,False,
GNU Pascal,False,,,,,,False,False,False,False,False,False,False,
GNU Poke,False,,,,,,False,False,False,False,False,False,False,
GNU Prolog,False,,,,,,False,False,False,False,False,False,False,
GNU Smalltalk,False,,,,,,False,False,False,False,False,False,False,
GnuCOBOL,False,,,,,,False,False,False,False,False,False,False,
Go+,False,,,,,,False,False,False,False,False,False,False,
Goaldi,False,,,,,,False,False,False,False,False,False,False,
Goat,False,,,,,,False,False,False,False,False,False,False,
Gobra,False,,,,,,False,False,False,False,False,False,False,
Gobstones,False,,,,,,False,False,False,False,False,False,False,
Goedel,False,,,,,,False,False,False,False,False,False,False,
Goo,False,,,,,,False,False,False,False,False,False,False,
GOTRAN,False,,,,,,False,False,False,False,False,False,False,
GP2,False,,,,,,False,False,False,False,False,False,False,
GPH,False,,,,,,False,False,False,False,False,False,False,
GPM,False,,,,,,False,False,False,False,False,False,False,
GPP,False,,,,,,False,False,False,False,False,False,False,
GPSS/360,False,,,,,,False,False,False,False,False,False,False,
GPSS/H,False,,,,,,False,False,False,False,False,False,False,
GrADS,False,,,,,,False,False,False,False,False,False,False,
Granule,False,,,,,,False,False,False,False,False,False,False,
GRAP,False,,,,,,False,False,False,False,False,False,False,
GReQL,False,,,,,,False,False,False,False,False,False,False,
Gri,False,,,,,,False,False,False,False,False,False,False,
Gringo,False,,,,,,False,False,False,False,False,False,False,
Gro,False,,,,,,False,False,False,False,False,False,False,
Groq,False,,,,,,False,False,False,False,False,False,False,
GSL,False,,,,,,False,False,False,False,False,False,False,
GT.M,False,,,,,,False,False,False,False,False,False,False,
Guarded Command Language,False,,,,,,False,False,False,False,False,False,False,
Guarded Horn Clauses,False,,,,,,False,False,False,False,False,False,False,
Gwydion Dylan,False,,,,,,False,False,False,False,False,False,False,
Habanero,False,,,,,,False,False,False,False,False,False,False,
Habanero Java,False,,,,,,False,False,False,False,False,False,False,
HAL,False,,,,,,False,False,False,False,False,False,False,
HAL/S,False,,,,,,False,False,False,False,False,False,False,
Halon,False,,,,,,False,False,False,False,False,False,False,
Hamilton C shell,False,,,,,,False,False,False,False,False,False,False,
Hamlet,False,,,,,,False,False,False,False,False,False,False,
Hansl,False,,,,,,False,False,False,False,False,False,False,
Harbor,False,,,,,,False,False,False,False,False,False,False,harbour
HardCaml,False,,,,,,False,False,False,False,False,False,False,
Harmony,False,,,,,,False,False,False,False,False,False,False,
Hassium,False,,,,,,False,False,False,False,False,False,False,
Haxl,False,,,,,,False,False,False,False,False,False,False,
Headache,False,,,,,,False,False,False,False,False,False,False,
Heptagon,False,,,,,,False,False,False,False,False,False,False,
Heta,False,,,,,,False,False,False,False,False,False,False,
HetCASL,False,,,,,,False,False,False,False,False,False,False,
HHDL,False,,,,,,False,False,False,False,False,False,False,
HicEst,False,,,,,,False,False,False,False,False,False,False,
High Level Assembly,False,,,,,,False,False,False,False,False,False,False,
High Performance Fortran,False,,,,,,False,False,False,False,False,False,False,
HiLog,False,,,,,,False,False,False,False,False,False,False,
HipHop,False,,,,,,False,False,False,False,False,False,False,
HipHop.js,False,,,,,,False,False,False,False,False,False,False,
Hissp,False,,,,,,False,False,False,False,False,False,False,
HiTalk,False,,,,,,False,False,False,False,False,False,False,
HLisp,False,,,,,,False,False,False,False,False,False,False,
HLPSL,False,,,,,,False,False,False,False,False,False,False,
HOL Light,False,,,,,,False,False,False,False,False,False,False,
HOL4,False,,,,,,False,False,False,False,False,False,False,
Hollywood,False,,,,,,False,False,False,False,False,False,False,
Hot Soup Processor,False,,,,,,False,False,False,False,False,False,False,
HP BASIC,False,,,,,,False,False,False,False,False,False,False,
HP PPL,False,,,,,,False,False,False,False,False,False,False,
HPF,False,,,,,,False,False,False,False,False,False,False,
HQL,False,,,,,,False,False,False,False,False,False,False,
HSP,False,,,,,,False,False,False,False,False,False,False,
Huff,False,,,,,,False,False,False,False,False,False,False,
Hugs,False,,,,,,False,False,False,False,False,False,False,
Humbug,False,,,,,,False,False,False,False,False,False,False,
Hume,False,,,,,,False,False,False,False,False,False,False,
Humus,False,,,,,,False,False,False,False,False,False,False,
HVML,False,,,,,,False,False,False,False,False,False,False,
HXSL,False,,,,,,False,False,False,False,False,False,False,
Hydra,False,,,,,,False,False,False,False,False,False,False,
Hylo,False,,,,,,False,False,False,False,False,False,False,
IA-64 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 1130 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 1401 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 1401 Autocoder,False,,,,,,False,False,False,False,False,False,False,
IBM 1620 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 360 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 370 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 650 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 704 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 705 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 709 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 7090 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM RPG,False,,,,,,False,False,False,False,False,False,False,
Ice,False,,,,,,False,False,False,False,False,False,False,
Iced CoffeeScript,False,,,,,,False,False,False,False,False,False,False,icedcoffeescript
Ichiban Prolog,False,,,,,,False,False,False,False,False,False,False,
IDC,False,,,,,,False,False,False,False,False,False,False,
IDEAL,False,,,,,,False,False,False,False,False,False,False,
Idol,False,,,,,,False,False,False,False,False,False,False,
Idris 1,False,,,,,,False,False,False,False,False,False,False,
Idris 2,False,,,,,,False,False,False,False,False,False,False,
Idris2,False,,,,,,False,False,False,False,False,False,False,
Idyll,False,,,,,,False,False,False,False,False,False,False,
IEML,False,,,,,,False,False,False,False,False,False,False,
IF/Prolog,False,,,,,,False,False,False,False,False,False,False,
iForth,False,,,,,,False,False,False,False,False,False,False,FIFOrth
IFTRAN,False,,,,,,False,False,False,False,False,False,False,
ImplicitCAD,False,,,,,,False,False,False,False,False,False,False,
Impromptu,False,,,,,,False,False,False,False,False,False,False,
incr Tcl,False,,,,,,False,False,False,False,False,False,False,
InfluxQL,False,,,,,,False,False,False,False,False,False,False,
Inform 0,False,,,,,,False,False,False,False,False,False,False,
Inform 1,False,,,,,,False,False,False,False,False,False,False,
Inform 2,False,,,,,,False,False,False,False,False,False,False,
Inform 3,False,,,,,,False,False,False,False,False,False,False,
Inform 4,False,,,,,,False,False,False,False,False,False,False,
Inform 5,False,,,,,,False,False,False,False,False,False,False,
Inform 6,False,,,,,,False,False,False,False,False,False,False,
Informix 4GL,False,,,,,,False,False,False,False,False,False,False,
Informix-4GL,False,,,,,,False,False,False,False,False,False,False,
Ingres QUEL,False,,,,,,False,False,False,False,False,False,False,
Inkling,False,,,,,,False,False,False,False,False,False,False,
Inno Script,False,,,,,,False,False,False,False,False,False,False,
Instruction List,False,,,,,,False,False,False,False,False,False,False,instruction-list
Intel 4004 Assembly,False,,,,,,False,False,False,False,False,False,False,
Interactive C,False,,,,,,False,False,False,False,False,False,False,
Ion,False,,,,,,False,False,False,False,False,False,False,
Ion Shell,False,,,,,,False,False,False,False,False,False,False,
IPDL,False,,,,,,False,False,False,False,False,False,False,
IPL,False,,,,,,False,False,False,False,False,False,False,
IPL-I,False,,,,,,False,False,False,False,False,False,False,
IPL-II,False,,,,,,False,False,False,False,False,False,False,
IPL-III,False,,,,,,False,False,False,False,False,False,False,
IPL-IV,False,,,,,,False,False,False,False,False,False,False,
IPL-VI,False,,,,,,False,False,False,False,False,False,False,
IPython,False,,,,,,False,False,False,False,False,False,False,Python
Irken,False,,,,,,False,False,False,False,False,False,False,
IronPython,False,,,,,,False,False,False,False,False,False,False,
IronRuby,False,,,,,,False,False,False,False,False,False,False,
IronScheme,False,,,,,,False,False,False,False,False,False,False,
IS-BASIC,False,,,,,,False,False,False,False,False,False,False,
Isar,False,,,,,,False,False,False,False,False,False,False,
IWIM,False,,,,,,False,False,False,False,False,False,False,
ixi lang,False,,,,,,False,False,False,False,False,False,False,
J#,False,,,,,,False,False,False,False,False,False,False,jsharp
Jack,False,,,,,,False,False,False,False,False,False,False,
Jael,False,,,,,,False,False,False,False,False,False,False,
JAGS,False,,,,,,False,False,False,False,False,False,False,
JAL,False,,,,,,False,False,False,False,False,False,False,
Jam,False,,,,,,False,False,False,False,False,False,False,
Jancy,False,,,,,,False,False,False,False,False,False,False,
JAPE,False,,,,,,False,False,False,False,False,False,False,
JAQAL,False,,,,,,False,False,False,False,False,False,False,
Jaql,False,,,,,,False,False,False,False,False,False,False,
Jason,False,,,,,,False,False,False,False,False,False,False,
jBASE,False,,,,,,False,False,False,False,False,False,False,
JCSP,False,,,,,,False,False,False,False,False,False,False,
JDL,False,,,,,,False,False,False,False,False,False,False,
Jeroo,False,,,,,,False,False,False,False,False,False,False,
JESS,False,,,,,,False,False,False,False,False,False,False,
JHDL,False,,,,,,False,False,False,False,False,False,False,
Jif,False,,,,,,False,False,False,False,False,False,False,
Jim Tcl,False,,,,,,False,False,False,False,False,False,False,
JML,False,,,,,,False,False,False,False,False,False,False,
JoCaml,False,,,,,,False,False,False,False,False,False,False,
Join Java,False,,,,,,False,False,False,False,False,False,False,
JOLT,False,,,,,,False,False,False,False,False,False,False,
Jorth,False,,,,,,False,False,False,False,False,False,False,
JOSS I,False,,,,,,False,False,False,False,False,False,False,
JOSS II,False,,,,,,False,False,False,False,False,False,False,
JOSS III,False,,,,,,False,False,False,False,False,False,False,
JOSS IV,False,,,,,,False,False,False,False,False,False,False,
Jou,False,,,,,,False,False,False,False,False,False,False,
JOVIAL J3,False,,,,,,False,False,False,False,False,False,False,
JOVIAL J73,False,,,,,,False,False,False,False,False,False,False,
Joxa,False,,,,,,False,False,False,False,False,False,False,
JPQL,False,,,,,,False,False,False,False,False,False,False,
JPython,False,,,,,,False,False,False,False,False,False,False,Python;jython
JScheme,False,,,,,,False,False,False,False,False,False,False,scheme
JScript .NET,False,,,,,,False,False,False,False,False,False,False,
JScript.NET,False,,,,,,False,False,False,False,False,False,False,
JSFX,False,,,,,,False,False,False,False,False,False,False,
Jsish,False,,,,,,False,False,False,False,False,False,False,
JSONata,False,,,,,,False,False,False,False,False,False,False,Sonata
JSONPath,False,,,,,,False,False,False,False,False,False,False,
JSSS,False,,,,,,False,False,False,False,False,False,False,
JTcl,False,,,,,,False,False,False,False,False,False,False,
JUEL,False,,,,,,False,False,False,False,False,False,False,
Just BASIC,False,,,,,,False,False,False,False,False,False,False,
JX,False,,,,,,False,False,False,False,False,False,False,
JXL,False,,,,,,False,False,False,False,False,False,False,
K3,False,,,,,,False,False,False,False,False,False,False,
Kali,False,,,,,,False,False,False,False,False,False,False,
Kamailio,False,,,,,,False,False,False,False,False,False,False,
Kamin,False,,,,,,False,False,False,False,False,False,False,
Kanren,False,,,,,,False,False,False,False,False,False,False,
KANT,False,,,,,,False,False,False,False,False,False,False,
Kap,False,,,,,,False,False,False,False,False,False,False,
Kapok,False,,,,,,False,False,False,False,False,False,False,
Karel (programming language),False,,,,,,False,False,False,False,False,False,False,Red (programming language);APL (programming language)
Katahdin,False,,,,,,False,False,False,False,False,False,False,
Kaya,False,,,,,,False,False,False,False,False,False,False,
kdb+,False,,,,,,False,False,False,False,False,False,False,
KDF9 Autocode,False,,,,,,False,False,False,False,False,False,False,
Keelung,False,,,,,,False,False,False,False,False,False,False,
Kempe,False,,,,,,False,False,False,False,False,False,False,
Kent Recursive Calculator,False,,,,,,False,False,False,False,False,False,False,
Kermit,False,,,,,,False,False,False,False,False,False,False,
Ketos,False,,,,,,False,False,False,False,False,False,False,
Kevo,False,,,,,,False,False,False,False,False,False,False,
kForth,False,,,,,,False,False,False,False,False,False,False,
KIF,False,,,,,,False,False,False,False,False,False,False,
Kind,False,,,,,,False,False,False,False,False,False,False,
Kind2,False,,,,,,False,False,False,False,False,False,False,
Kinx,False,,,,,,False,False,False,False,False,False,False,
Kipper,False,,,,,,False,False,False,False,False,False,False,
Kite,False,,,,,,False,False,False,False,False,False,False,
Kiwi,False,,,,,,False,False,False,False,False,False,False,
KJava,False,,,,,,False,False,False,False,False,False,False,
Klara,False,,,,,,False,False,False,False,False,False,False,
Klerer-May System,False,,,,,,False,False,False,False,False,False,False,klerer-may-system
KM3,False,,,,,,False,False,False,False,False,False,False,
Kodu,False,,,,,,False,False,False,False,False,False,False,
Kojo,False,,,,,,False,False,False,False,False,False,False,
Koneko,False,,,,,,False,False,False,False,False,False,False,
Koord,False,,,,,,False,False,False,False,False,False,False,
KornShell,False,,,,,,False,False,False,False,False,False,False,korn-shell
kOS,False,,,,,,False,False,False,False,False,False,False,
Kotlin Native,False,,,,,,False,False,False,False,False,False,False,
Kotlin Script,False,,,,,,False,False,False,False,False,False,False,
Kotlinx,False,,,,,,False,False,False,False,False,False,False,kotlin
KPHP,False,,,,,,False,False,False,False,False,False,False,
KPL,False,,,,,,False,False,False,False,False,False,False,
KQL,False,,,,,,False,False,False,False,False,False,False,
Kronos,False,,,,,,False,False,False,False,False,False,False,
Ksh,False,,,,,,False,False,False,False,False,False,False,
ksh93,False,,,,,,False,False,False,False,False,False,False,
KTurtle,False,,,,,,False,False,False,False,False,False,False,turtle
KUKA Robot Language,False,,,,,,False,False,False,False,False,False,False,
Kusto Query Language,False,,,,,,False,False,False,False,False,False,False,
KVIrc Script,False,,,,,,False,False,False,False,False,False,False,
Kymera,False,,,,,,False,False,False,False,False,False,False,
L3,False,,,,,,False,False,False,False,False,False,False,
LabTalk,False,,,,,,False,False,False,False,False,False,False,
Ladder Diagram,False,,,,,,False,False,False,False,False,False,False,
Ladder Logic,False,,,,,,False,False,False,False,False,False,False,
LambdaProlog,False,,,,,,False,False,False,False,False,False,False,lambda-prolog
Lambdatalk,False,,,,,,False,False,False,False,False,False,False,
Laning and Zierler System,False,,,,,,False,False,False,False,False,False,False,
LanQ,False,,,,,,False,False,False,False,False,False,False,
LANSA,False,,,,,,False,False,False,False,False,False,False,
Lasca,False,,,,,,False,False,False,False,False,False,False,
Laszlo,False,,,,,,False,False,False,False,False,False,False,
Latitude,False,,,,,,False,False,False,False,False,False,False,
Lavender,False,,,,,,False,False,False,False,False,False,False,
Lazy K,False,,,,,,False,False,False,False,False,False,False,
Lazy ML,False,,,,,,False,False,False,False,False,False,False,lazyml
Le Lisp,False,,,,,,False,False,False,False,False,False,False,
Le_Lisp,False,,,,,,False,False,False,False,False,False,False,
Lefty,False,,,,,,False,False,False,False,False,False,False,
Leibniz,False,,,,,,False,False,False,False,False,False,False,
LeLisp,False,,,,,,False,False,False,False,False,False,False,le-lisp
Lem,False,,,,,,False,False,False,False,False,False,False,
Lens,False,,,,,,False,False,False,False,False,False,False,
Lexico,False,,,,,,False,False,False,False,False,False,False,
LF,False,,,,,,False,False,False,False,False,False,False,
LibreOffice Basic,False,,,,,,False,False,False,False,False,False,False,
Lime,False,,,,,,False,False,False,False,False,False,False,
Limn,False,,,,,,False,False,False,False,False,False,False,
LINC,False,,,,,,False,False,False,False,False,False,False,
Linden Scripting Language,False,,,,,,False,False,False,False,False,False,False,linden-scripting-language
Lingua Franca,False,,,,,,False,False,False,False,False,False,False,
Liquid Haskell,False,,,,,,False,False,False,False,False,False,False,
LiquidHaskell,False,,,,,,False,False,False,False,False,False,False,
Liskell,False,,,,,,False,False,False,False,False,False,False,
LISP 1.5,False,,,,,,False,False,False,False,False,False,False,
LISP 2,False,,,,,,False,False,False,False,False,False,False,
Lisp Flavored Erlang,False,,,,,,False,False,False,False,False,False,False,
Lisp Flavoured Erlang,False,,,,,,False,False,False,False,False,False,False,
Lisp Machine Lisp,False,,,,,,False,False,False,False,False,False,False,
LISP/360,False,,,,,,False,False,False,False,False,False,False,
Lispkit Lisp,False,,,,,,False,False,False,False,False,False,False,
Lissp,False,,,,,,False,False,False,False,False,False,False,
Liszt,False,,,,,,False,False,False,False,False,False,False,
Little b,False,,,,,,False,False,False,False,False,False,False,
Little Man Computer,False,,,,,,False,False,False,False,False,False,False,
Little Smalltalk,False,,,,,,False,False,False,False,False,False,False,little-smalltalk
LLVM IR,False,,,,,,False,False,False,False,False,False,False,llvmir
LMNtal,False,,,,,,False,False,False,False,False,False,False,
LogiQL,False,,,,,,False,False,False,False,False,False,False,
LogQL,False,,,,,,False,False,False,False,False,False,False,
Loko,False,,,,,,False,False,False,False,False,False,False,
Lolli,False,,,,,,False,False,False,False,False,False,False,
LolliMon,False,,,,,,False,False,False,False,False,False,False,
Lolly,False,,,,,,False,False,False,False,False,False,False,
LOOP,False,,,,,,False,False,False,False,False,False,False,
Lout,False,,,,,,False,False,False,False,False,False,False,
LRML,False,,,,,,False,False,False,False,False,False,False,
LScript,False,,,,,,False,False,False,False,False,False,False,mlscript;script
Ltac,False,,,,,,False,False,False,False,False,False,False,
Luan,False,,,,,,False,False,False,False,False,False,False,
Lucee,False,,,,,,False,False,False,False,False,False,False,
Lucid Synchrone,False,,,,,,False,False,False,False,False,False,False,
Luerl,False,,,,,,False,False,False,False,False,False,False,
Lumen,False,,,,,,False,False,False,False,False,False,False,
LuneScript,False,,,,,,False,False,False,False,False,False,False,
Lurk,False,,,,,,False,False,False,False,False,False,False,
Lys,False,,,,,,False,False,False,False,False,False,False,
LZX,False,,,,,,False,False,False,False,False,False,False,
M2000,False,,,,,,False,False,False,False,False,False,False,
M2000 Interpreter,False,,,,,,False,False,False,False,False,False,False,
M68k Assembly,False,,,,,,False,False,False,False,False,False,False,
MACRO-20,False,,,,,,False,False,False,False,False,False,False,
MACRO-32,False,,,,,,False,False,False,False,False,False,False,
MACRO-8,False,,,,,,False,False,False,False,False,False,False,
Magpie,False,,,,,,False,False,False,False,False,False,False,
MAINSAIL,False,,,,,,False,False,False,False,False,False,False,
Makam,False,,,,,,False,False,False,False,False,False,False,
Mallard BASIC,False,,,,,,False,False,False,False,False,False,False,mallard-basic
Malloy,False,,,,,,False,False,False,False,False,False,False,
Mamba,False,,,,,,False,False,False,False,False,False,False,
Manchester Autocode,False,,,,,,False,False,False,False,False,False,False,
MANIAC,False,,,,,,False,False,False,False,False,False,False,
Manifold,False,,,,,,False,False,False,False,False,False,False,
MANTIS,False,,,,,,False,False,False,False,False,False,False,
Mare,False,,,,,,False,False,False,False,False,False,False,
MARIE,False,,,,,,False,False,False,False,False,False,False,
Mark 1 Autocode,False,,,,,,False,False,False,False,False,False,False,
Mark I Autocode,False,,,,,,False,False,False,False,False,False,False,
Mark II Autocode,False,,,,,,False,False,False,False,False,False,False,
Mark III Autocode,False,,,,,,False,False,False,False,False,False,False,
Markov,False,,,,,,False,False,False,False,False,False,False,
Markov algorithm,False,,,,,,False,False,False,False,False,False,False,
Marlowe,False,,,,,,False,False,False,False,False,False,False,
Maru,False,,,,,,False,False,False,False,False,False,False,
Mason,False,,,,,,False,False,False,False,False,False,False,
Mata,False,,,,,,False,False,False,False,False,False,False,
MathGolf,False,,,,,,False,False,False,False,False,False,False,
MATHLAB 68,False,,,,,,False,False,False,False,False,False,False,
MathProg,False,,,,,,False,False,False,False,False,False,False,
Maya Embedded Language,False,,,,,,False,False,False,False,False,False,False,
MCL,False,,,,,,False,False,False,False,False,False,False,
MCPL,False,,,,,,False,False,False,False,False,False,False,
mCRL,False,,,,,,False,False,False,False,False,False,False,
mCRL2,False,,,,,,False,False,False,False,False,False,False,
MDSL,False,,,,,,False,False,False,False,False,False,False,
Mech,False,,,,,,False,False,False,False,False,False,False,
Mecrisp,False,,,,,,False,False,False,False,False,False,False,
MegaZeux,False,,,,,,False,False,False,False,False,False,False,
MELT,False,,,,,,False,False,False,False,False,False,False,
MENTOR,False,,,,,,False,False,False,False,False,False,False,
Mercury Autocode,False,,,,,,False,False,False,False,False,False,False,
META II,False,,,,,,False,False,False,False,False,False,False,
Metal Shading Language,False,,,,,,False,False,False,False,False,False,False,
Metalua,False,,,,,,False,False,False,False,False,False,False,
MetaOCaml,False,,,,,,False,False,False,False,False,False,False,
MetaTalk,False,,,,,,False,False,False,False,False,False,False,
MFront,False,,,,,,False,False,False,False,False,False,False,
