canonical_name,lang_id,source_flags,extensions,source_count,alias_count,in_hyperpolyglot,in_pygments,in_rosettacode
apollo-guidance-computer,apollo-guidance-computer,esolang;linguist;pldb,.agc,3,1,True,False,False
gemini,gemini,esolang;linguist;pldb,.gmi,3,2,False,False,False
textile,textile,esolang;linguist;pldb,.textile,3,1,True,False,False
asp.net,asp.net,linguist;pldb,.asax .ascx .ashx .asmx .aspx .axd,2,3,False,True,True
B (None1),b-none1,esolang,,1,1,False,False,False
B (programming language),b-programming-language,wikipedia,,1,1,False,False,False
B sharp,b-sharp,esolang,,1,1,False,False,False
B-16,b-16,esolang,,1,1,False,False,False
B-H,b-h,esolang,,1,1,False,False,False
b-line,b-line,pldb,,1,1,False,False,False
B-tapemark,b-tapemark,esolang,,1,1,False,False,False
B1nary,b1nary,esolang,,1,1,False,False,False
B2C,b2c,esolang,,1,1,False,False,False
b3-ir,b3-ir,pldb,,1,1,False,False,False
b32-business-basic,b32-business-basic,pldb,,1,1,False,False,False
b4tran,b4tran,pldb,,1,1,False,False,False
B9,b9,esolang,,1,1,False,False,False
Baa,baa,esolang,,1,1,False,False,False
Baba is program,baba-is-program,esolang,,1,1,False,False,False
Baba Is You,baba-is-you,esolang,,1,1,False,False,False
Babacode,babacode,esolang,,1,1,False,False,False
Babalang,babalang,esolang,,1,1,False,False,False
Babble,babble,esolang,,1,1,False,False,False
Baby Language,baby-language,esolang,,1,1,False,False,False
baby-modula-3,baby-modula-3,pldb,,1,1,False,False,False
Babylang,babylang,esolang,,1,1,False,False,False
babylonian-numerals,babylonian-numerals,pldb,,1,1,False,False,False
Bace,bace,esolang,,1,1,False,False,False
Back Alley,back-alley,esolang,,1,1,False,False,False
BackFlip,backflip,esolang,,1,1,False,False,False
Backhand,backhand,esolang,,1,1,False,False,False
Backpackr,backpackr,esolang,,1,1,False,False,False
Backrooms,backrooms,esolang,,1,1,False,False,False
Backshar,backshar,esolang,,1,1,False,False,False
Backshar+,backshar+,esolang,,1,1,False,False,False
Backsharp,backsharp,esolang,,1,1,False,False,False
Backshift,backshift,esolang,,1,1,False,False,False
Backslash Calculus,backslash-calculus,esolang,,1,1,False,False,False
BackStart,backstart,esolang,,1,1,False,False,False
Backtick,backtick,esolang,,1,1,False,False,False
Backtracking INTERCAL,backtracking-intercal,esolang,,1,1,False,False,False
BackTurn,backturn,esolang,,1,1,False,False,False
Backway,backway,esolang,,1,1,False,False,False
Backwords,backwords,esolang,,1,1,False,False,False
Bad command or file name,bad-command-or-file-name,esolang,,1,1,False,False,False
Bad command or file name/No Quine,bad-command-or-file-name-no-quine,esolang,,1,1,False,False,False
Badcode,badcode,esolang,,1,1,False,False,False
BadEsolangIMadeForABet,badesolangimadeforabet,esolang,,1,1,False,False,False
badlanguage,badlanguage,pldb,,1,1,False,False,False
BadScript,badscript,esolang,,1,1,False,False,False
Bag,bag,esolang,,1,1,False,False,False
bag-format,bag-format,pldb,,1,1,False,False,False
BaguaFuck,baguafuck,esolang,,1,1,False,False,False
Baguette,baguette,esolang,,1,1,False,False,False
BAK,bak,esolang,,1,1,False,False,False
BALAE,balae,esolang,,1,1,False,False,False
Balanced Parentheses,balanced-parentheses,esolang,,1,1,False,False,False
balanced-ternary-notation,balanced-ternary-notation,pldb,,1,1,False,False,False
balg,balg,pldb,,1,1,False,False,False
balinda-lisp,balinda-lisp,pldb,,1,1,False,False,False
ballerina-central-pm,ballerina-central-pm,pldb,,1,1,False,False,False
BallisticScript,ballisticscript,esolang,,1,1,False,False,False
balm,balm,pldb,,1,1,False,False,False
baltazar,baltazar,pldb,,1,1,False,False,False
baltik,baltik,pldb,,1,1,False,False,False
bam-format,bam-format,pldb,,1,1,False,False,False
BAM128,bam128,esolang,,1,1,False,False,False
Banana Golf,banana-golf,esolang,,1,1,False,False,False
Banana Scheme,banana-scheme,esolang,,1,1,False,False,False
Bananaban,bananaban,esolang,,1,1,False,False,False
bancstar-programming-language,bancstar-programming-language,pldb,,1,1,False,False,False
Bantas,bantas,esolang,,1,1,False,False,False
Barely,barely,esolang,,1,1,False,False,False
BareMinimum,bareminimum,esolang,,1,1,False,False,False
barrel,barrel,pldb,,1,1,False,False,False
BARREN,barren,esolang,,1,1,False,False,False
Barrous,barrous,esolang,,1,1,False,False,False
bartok,bartok,pldb,,1,1,False,False,False
Base2e15text,base2e15text,esolang,,1,1,False,False,False
base32,base32,pldb,,1,1,False,False,False
Base64 Text,base64-text,esolang,,1,1,False,False,False
baseball,baseball,pldb,,1,1,False,False,False
basel,basel,pldb,,1,1,False,False,False
Baselang,baselang,esolang,,1,1,False,False,False
Baselang Broad,baselang-broad,esolang,,1,1,False,False,False
Bash: foo: No such file or directory,bash-foo-no-such-file-or-directory,esolang,,1,1,False,False,False
Basic Input/Output Commands,basic-input-output-commands,esolang,,1,1,False,False,False
Basic Stack,basic-stack,esolang,,1,1,False,False,False
basic-ap,basic-ap,pldb,,1,1,False,False,False
basic-pdp-1-lisp,basic-pdp-1-lisp,pldb,,1,1,False,False,False
basic-programming,basic-programming,pldb,,1,1,False,False,False
basic-stamp,basic-stamp,pldb,,1,1,False,False,False
basic4ppc,basic4ppc,pldb,,1,1,False,False,False
BASICER,basicer,esolang,,1,1,False,False,False
Basicfuck,basicfuck,esolang,,1,1,False,False,False
basicx,basicx,pldb,,1,1,False,False,False
Basilisk,basilisk,esolang,,1,1,False,False,False
Basis,basis,esolang,,1,1,False,False,False
basis-universal-format,basis-universal-format,pldb,,1,1,False,False,False
batari-basic,batari-basic,pldb,,1,1,False,False,False
Batch No For,batch-no-for,esolang,,1,1,False,False,False
bato,bato,pldb,,1,1,False,False,False
Battlethought,battlethought,esolang,,1,1,False,False,False
Bauberqueue,bauberqueue,esolang,,1,1,False,False,False
baudot-code,baudot-code,pldb,,1,1,False,False,False
Baulk,baulk,esolang,,1,1,False,False,False
bawk,bawk,pldb,,1,1,False,False,False
Bawkbawk,bawkbawk,esolang,,1,1,False,False,False
Bawkbawk²,bawkbawk2,esolang,,1,1,False,False,False
bayer-expressions,bayer-expressions,pldb,,1,1,False,False,False
Bayes Leaf,bayes-leaf,esolang,,1,1,False,False,False
bayes-equation,bayes-equation,pldb,,1,1,False,False,False
Baz,baz,esolang,,1,1,False,False,False
bazaar,bazaar,pldb,,1,1,False,False,False
Bbblang,bbblang,esolang,,1,1,False,False,False
bbc-basic,bbc-basic,pldb,,1,1,False,False,False
Bbe doc downloadable,bbe-doc-downloadable,esolang,,1,1,False,False,False
bbj,bbj,pldb,,1,1,False,False,False
bbn-lisp,bbn-lisp,pldb,,1,1,False,False,False
Bbtos,bbtos,esolang,,1,1,False,False,False
bc-neliac,bc-neliac,pldb,,1,1,False,False,False
BCDFuck,bcdfuck,esolang,,1,1,False,False,False
BCSD,bcsd,esolang,,1,1,False,False,False
bcx,bcx,pldb,,1,1,False,False,False
BDAMD,bdamd,esolang,,1,1,False,False,False
bdl,bdl,pldb,,1,1,False,False,False
Be1-,be1,esolang,,1,1,False,False,False
beads-lang,beads-lang,pldb,,1,1,False,False,False
beagle,beagle,pldb,,1,1,False,False,False
Beam,beam,esolang,,1,1,False,False,False
beam-bytecode,beam-bytecode,pldb,,1,1,False,False,False
beam-vm,beam-vm,pldb,,1,1,False,False,False
Bear,bear,esolang,,1,1,False,False,False
Bear Food,bear-food,esolang,,1,1,False,False,False
Beatnik Extended,beatnik-extended,esolang,,1,1,False,False,False
Beautiful day,beautiful-day,esolang,,1,1,False,False,False
beautiful-report-language,beautiful-report-language,pldb,,1,1,False,False,False
bebasic,bebasic,pldb,,1,1,False,False,False
bed-format,bed-format,pldb,,1,1,False,False,False
Beditasm,beditasm,esolang,,1,1,False,False,False
Bedroom,bedroom,esolang,,1,1,False,False,False
bedsocs,bedsocs,pldb,,1,1,False,False,False
Bedtime,bedtime,esolang,,1,1,False,False,False
bee,bee,pldb,,1,1,False,False,False
Bee literally apioforming informational page,bee-literally-apioforming-informational-page,esolang,,1,1,False,False,False
beebasic,beebasic,pldb,,1,1,False,False,False
Beebles,beebles,esolang,,1,1,False,False,False
Beecode,beecode,esolang,,1,1,False,False,False
beef-lang,beef-lang,pldb,,1,1,False,False,False
Beefydie,beefydie,esolang,,1,1,False,False,False
BeeJazz,beejazz,esolang,,1,1,False,False,False
Beep Boop,beep-boop,esolang,,1,1,False,False,False
Beeping cyclic tag,beeping-cyclic-tag,esolang,,1,1,False,False,False
BeerLang,beerlang,esolang,,1,1,False,False,False
BeeScript,beescript,esolang,,1,1,False,False,False
Beetle,beetle,esolang,,1,1,False,False,False
Beets,beets,esolang,,1,1,False,False,False
Befalse,befalse,esolang,,1,1,False,False,False
Befinde,befinde,esolang,,1,1,False,False,False
Beforge,beforge,esolang,,1,1,False,False,False
Befreak,befreak,esolang,,1,1,False,False,False
Befreege,befreege,esolang,,1,1,False,False,False
Befucked,befucked,esolang,,1,1,False,False,False
Befudge,befudge,esolang,,1,1,False,False,False
Befunge/96 and 97,befunge-96-and-97,esolang,,1,1,False,False,False
Befunge colored,befunge-colored,esolang,,1,1,False,False,False
Befunge/index.php,befunge-index.php,esolang,,1,1,False,False,False
Befunge-with-graphics,befunge-with-graphics,esolang,,1,1,False,False,False
Befunk,befunk,esolang,,1,1,False,False,False
begriffsschrift,begriffsschrift,pldb,,1,1,False,False,False
behavior-markup-language,behavior-markup-language,pldb,,1,1,False,False,False
Behavioral Description Language,behavioral-description-language,wikipedia,,1,1,False,False,False
Behaviour,behaviour,esolang,,1,1,False,False,False
bel-lang,bel-lang,pldb,,1,1,False,False,False
Bell,bell,esolang,,1,1,False,False,False
Belle Arti,belle-arti,esolang,,1,1,False,False,False
BEN++,ben-plus-plus,esolang,,1,1,False,False,False
Benul,benul,esolang,,1,1,False,False,False
Bepbop,bepbop,esolang,,1,1,False,False,False
ber,ber,pldb,,1,1,False,False,False
berkeleydb,berkeleydb,pldb,,1,1,False,False,False
BERT,bert,esolang,,1,1,False,False,False
Beskew,beskew,esolang,,1,1,False,False,False
Bespoke,bespoke,esolang,,1,1,False,False,False
BestDirt,bestdirt,esolang,,1,1,False,False,False
BestFriends.js,bestfriends.js,esolang,,1,1,False,False,False
besys,besys,pldb,,1,1,False,False,False
Bet,bet,esolang,,1,1,False,False,False
beta-basic,beta-basic,pldb,,1,1,False,False,False
Beta-Juliet and Portia,beta-juliet-and-portia,esolang,,1,1,False,False,False
beta-project,beta-project,pldb,,1,1,False,False,False
beta-prolog,beta-prolog,pldb,,1,1,False,False,False
Betaload,betaload,esolang,,1,1,False,False,False
Betamation,betamation,esolang,,1,1,False,False,False
Betray,betray,esolang,,1,1,False,False,False
Better Burn,better-burn,esolang,,1,1,False,False,False
Betterave,betterave,esolang,,1,1,False,False,False
Betterfunge,betterfunge,esolang,,1,1,False,False,False
Betterlang,betterlang,esolang,,1,1,False,False,False
Betul Betul BetulLang,betul-betul-betullang,esolang,,1,1,False,False,False
Beturing,beturing,esolang,,1,1,False,False,False
Between,between,esolang,,1,1,False,False,False
Beunfunge,beunfunge,esolang,,1,1,False,False,False
BF (BestCoder),bf-bestcoder,esolang,,1,1,False,False,False
Bf core,bf-core,esolang,,1,1,False,False,False
BF instruction extension,bf-instruction-extension,esolang,,1,1,False,False,False
BF Lite,bf-lite,esolang,,1,1,False,False,False
BF machine,bf-machine,esolang,,1,1,False,False,False
BF++,bf-plus-plus,esolang,,1,1,False,False,False
BF+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,bf-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-plus-+,esolang,,1,1,False,False,False
BF+BF,bf+bf,esolang,,1,1,False,False,False
BF-ASM:8,bf-asm-8,esolang,,1,1,False,False,False
BF-M,bf-m,esolang,,1,1,False,False,False
BF-PDA,bf-pda,esolang,,1,1,False,False,False
BF-RLE,bf-rle,esolang,,1,1,False,False,False
BF-SC,bf-sc,esolang,,1,1,False,False,False
BF²ᵈ,bf2d,esolang,,1,1,False,False,False
BFasm (discontinued),bfasm-discontinued,esolang,,1,1,False,False,False
Bfbf,bfbf,esolang,,1,1,False,False,False
BFBWW,bfbww,esolang,,1,1,False,False,False
BFC,bfc,esolang,,1,1,False,False,False
Bfcompress,bfcompress,esolang,,1,1,False,False,False
BFEnet,bfenet,esolang,,1,1,False,False,False
BFFB,bffb,esolang,,1,1,False,False,False
BFFuck,bffuck,esolang,,1,1,False,False,False
BFI,bfi,esolang,,1,1,False,False,False
BFInfinity,bfinfinity,esolang,,1,1,False,False,False
BFM,bfm,esolang,,1,1,False,False,False
BFMacros,bfmacros,esolang,,1,1,False,False,False
BFP,bfp,esolang,,1,1,False,False,False
BFQ,bfq,esolang,,1,1,False,False,False
BFshort,bfshort,esolang,,1,1,False,False,False
BFStack,bfstack,esolang,,1,1,False,False,False
Bftree,bftree,esolang,,1,1,False,False,False
*bfuck,bfuck,esolang,,1,1,False,False,False
BFX,bfx,esolang,,1,1,False,False,False
bgraf2,bgraf2,pldb,,1,1,False,False,False
Bgt,bgt,esolang,,1,1,False,False,False
bhsl,bhsl,pldb,,1,1,False,False,False
Bias,bias,esolang,,1,1,False,False,False
Bidiroop,bidiroop,esolang,,1,1,False,False,False
Bifuck,bifuck,esolang,,1,1,False,False,False
Bifus,bifus,esolang,,1,1,False,False,False
Big Man Computer,big-man-computer,esolang,,1,1,False,False,False
BigBrain,bigbrain,esolang,,1,1,False,False,False
BigBrain Discord,bigbrain-discord,esolang,,1,1,False,False,False
BigFish,bigfish,esolang,,1,1,False,False,False
Bigfun,bigfun,esolang,,1,1,False,False,False
bigmac,bigmac,pldb,,1,1,False,False,False
Bigspace,bigspace,esolang,,1,1,False,False,False
bigwig-format,bigwig-format,pldb,,1,1,False,False,False
bigwig-programming-language,bigwig-programming-language,pldb,,1,1,False,False,False
BIITI,biiti,esolang,,1,1,False,False,False
Bijection,bijection,esolang,,1,1,False,False,False
bike,bike,pldb,,1,1,False,False,False
Bikeshed,bikeshed,linguist,.bs,1,1,False,False,False
Billiard ball machine,billiard-ball-machine,esolang,,1,1,False,False,False
Billiards,billiards,esolang,,1,1,False,False,False
Billow,billow,esolang,,1,1,False,False,False
Bin-8,bin-8,esolang,,1,1,False,False,False
Bin-snake,bin-snake,esolang,,1,1,False,False,False
Binary,binary,esolang,,1,1,False,False,False
Binary Brainfuck,binary-brainfuck,esolang,,1,1,False,False,False
Binary but also Brainfuck but also neither (BBABBAN),binary-but-also-brainfuck-but-also-neither-bbabban,esolang,,1,1,False,False,False
Binary combinatory logic,binary-combinatory-logic,esolang,,1,1,False,False,False
Binary Forthleq Calculus,binary-forthleq-calculus,esolang,,1,1,False,False,False
Binary Insanity,binary-insanity,esolang,,1,1,False,False,False
Binary License Plate Language,binary-license-plate-language,esolang,,1,1,False,False,False
Binary pi-calculus,binary-pi-calculus,esolang,,1,1,False,False,False
Binary Turing Machine!?,binary-turing-machine,esolang,,1,1,False,False,False
Binary-encoded Minsky machine,binary-encoded-minsky-machine,esolang,,1,1,False,False,False
binary-equation,binary-equation,pldb,,1,1,False,False,False
binary-ninja,binary-ninja,pldb,,1,1,False,False,False
binary-notation,binary-notation,pldb,,1,1,False,False,False
BinaryBefunge,binarybefunge,esolang,,1,1,False,False,False
BinaryBits,binarybits,esolang,,1,1,False,False,False
binaryen,binaryen,pldb,,1,1,False,False,False
Binaryfuck,binaryfuck,esolang,,1,1,False,False,False
BinaryLanguage,binarylanguage,esolang,,1,1,False,False,False
Bind,bind,esolang,,1,1,False,False,False
bind-app,bind-app,pldb,,1,1,False,False,False
Binerdy,binerdy,esolang,,1,1,False,False,False
Binin,binin,esolang,,1,1,False,False,False
Binin++,binin-plus-plus,esolang,,1,1,False,False,False
Binodu,binodu,esolang,,1,1,False,False,False
BinPython,binpython,esolang,,1,1,False,False,False
bioconductor-pm,bioconductor-pm,pldb,,1,1,False,False,False
biomod,biomod,pldb,,1,1,False,False,False
bioscript,bioscript,pldb,,1,1,False,False,False
biossim,biossim,pldb,,1,1,False,False,False
Biota,biota,esolang,,1,1,False,False,False
biplan,biplan,pldb,,1,1,False,False,False
Bipoint,bipoint,esolang,,1,1,False,False,False
Birb,birb,esolang,,1,1,False,False,False
Birdie,birdie,esolang,,1,1,False,False,False
birkbeck-assembly,birkbeck-assembly,pldb,,1,1,False,False,False
bisonpp,bisonpp,pldb,,1,1,False,False,False
bistro-programming-language,bistro-programming-language,pldb,,1,1,False,False,False
BIT,bit,esolang,,1,1,False,False,False
Bit Stupid,bit-stupid,esolang,,1,1,False,False,False
Bit-ter lang,bit-ter-lang,esolang,,1,1,False,False,False
bitarray,bitarray,pldb,,1,1,False,False,False
BitBitIfJump,bitbitifjump,esolang,,1,1,False,False,False
Bitbot,bitbot,esolang,,1,1,False,False,False
BitBounce,bitbounce,esolang,,1,1,False,False,False
BitBrain,bitbrain,esolang,,1,1,False,False,False
Bitch,bitch,esolang,,1,1,False,False,False
BitChanger,bitchanger,esolang,,1,1,False,False,False
BitChip,bitchip,esolang,,1,1,False,False,False
BitCode/PicCode,bitcode-piccode,esolang,,1,1,False,False,False
BitCycle,bitcycle,esolang,,1,1,False,False,False
Bitdeque,bitdeque,esolang,,1,1,False,False,False
BITE,bite,esolang,,1,1,False,False,False
Bite bytes,bite-bytes,esolang,,1,1,False,False,False
BitFlip,bitflip,esolang,,1,1,False,False,False
Bitflipper,bitflipper,esolang,,1,1,False,False,False
Bitforth,bitforth,esolang,,1,1,False,False,False
Bitfuck,bitfuck,esolang,,1,1,False,False,False
Bitfuckery,bitfuckery,esolang,,1,1,False,False,False
Bitgrid,bitgrid,esolang,,1,1,False,False,False
Bitoven,bitoven,esolang,,1,1,False,False,False
BitP,bitp,esolang,,1,1,False,False,False
BitQueue,bitqueue,esolang,,1,1,False,False,False
BiTrax,bitrax,esolang,,1,1,False,False,False
"∞ bits, ℵ0 Bytes",bits-0-bytes,esolang,,1,1,False,False,False
BitShift,bitshift,esolang,,1,1,False,False,False
Bitshit,bitshit,esolang,,1,1,False,False,False
BitSwitch,bitswitch,esolang,,1,1,False,False,False
bitsy,bitsy,pldb,,1,1,False,False,False
Bitter,bitter,esolang,,1,1,False,False,False
bittorrent,bittorrent,pldb,,1,1,False,False,False
BitTurn,bitturn,esolang,,1,1,False,False,False
BittyLang,bittylang,esolang,,1,1,False,False,False
Bitwise,bitwise,esolang,,1,1,False,False,False
Bitwise Cyclic Tack,bitwise-cyclic-tack,esolang,,1,1,False,False,False
Bitwise Cyclic Tag,bitwise-cyclic-tag,esolang,,1,1,False,False,False
Bitwise Cyclic Teap,bitwise-cyclic-teap,esolang,,1,1,False,False,False
Bitwise Cyclic Teast,bitwise-cyclic-teast,esolang,,1,1,False,False,False
Bitwise Scanner,bitwise-scanner,esolang,,1,1,False,False,False
Bitwise Trance,bitwise-trance,esolang,,1,1,False,False,False
BITWISEBASE64BITWISEBASE64BITWISEBASE64BITWISE,bitwisebase64bitwisebase64bitwisebase64bitwise,esolang,,1,1,False,False,False
Bitxtreme,bitxtreme,esolang,,1,1,False,False,False
BitZ,bitz,esolang,,1,1,False,False,False
BIX Queue Subset,bix-queue-subset,esolang,,1,1,False,False,False
BizOffers,bizoffers,esolang,,1,1,False,False,False
bizubee,bizubee,pldb,,1,1,False,False,False
bla,bla,pldb,,1,1,False,False,False
Blablafuck,blablafuck,esolang,,1,1,False,False,False
Black and white and read all over,black-and-white-and-read-all-over,esolang,,1,1,False,False,False
Black (Asai),black-asai,esolang,,1,1,False,False,False
Black Pentagon,black-pentagon,esolang,,1,1,False,False,False
Blackberry,blackberry,esolang,,1,1,False,False,False
blackcoffee,blackcoffee,pldb,,1,1,False,False,False
BlackCoffin.gif,blackcoffin.gif,esolang,,1,1,False,False,False
blacklight,blacklight,pldb,,1,1,False,False,False
BlackSpace,blackspace,esolang,,1,1,False,False,False
Blacktime,blacktime,esolang,,1,1,False,False,False
blade-lang,blade-lang,pldb,,1,1,False,False,False
Blah,blah,esolang,,1,1,False,False,False
blake-hash-function,blake-hash-function,pldb,,1,1,False,False,False
Blarb,blarb,esolang,,1,1,False,False,False
Blast protection,blast-protection,esolang,,1,1,False,False,False
blaze,blaze,pldb,,1,1,False,False,False
blaze-2,blaze-2,pldb,,1,1,False,False,False
blazex,blazex,pldb,,1,1,False,False,False
blc,blc,pldb,,1,1,False,False,False
Bleh,bleh,esolang,,1,1,False,False,False
blender-app,blender-app,pldb,,1,1,False,False,False
Blind,blind,esolang,,1,1,False,False,False
Blindfolded Arithmetic,blindfolded-arithmetic,esolang,,1,1,False,False,False
Blip,blip,esolang,,1,1,False,False,False
Blo,blo,esolang,,1,1,False,False,False
Blockfunge,blockfunge,esolang,,1,1,False,False,False
blockml,blockml,pldb,,1,1,False,False,False
Blood32,blood32,esolang,,1,1,False,False,False
BloodCell,bloodcell,esolang,,1,1,False,False,False
blooms,blooms,pldb,,1,1,False,False,False
blossom,blossom,pldb,,1,1,False,False,False
Bloux,bloux,esolang,,1,1,False,False,False
blox,blox,pldb,,1,1,False,False,False
Bltch1ang,bltch1ang,esolang,,1,1,False,False,False
Blub,blub,esolang,,1,1,False,False,False
Blue Hens,blue-hens,esolang,,1,1,False,False,False
Blue Tomato,blue-tomato,esolang,,1,1,False,False,False
blue-programming-language,blue-programming-language,pldb,,1,1,False,False,False
BlueFun,bluefun,esolang,,1,1,False,False,False
blueprints,blueprints,pldb,,1,1,False,False,False
Blues machine,blues-machine,esolang,,1,1,False,False,False
Blues++,blues-plus-plus,esolang,,1,1,False,False,False
Bluespec BH,bluespec-bh,linguist,.bs,1,3,False,False,False
Blur,blur,esolang,,1,1,False,False,False
blur-markup-language,blur-markup-language,pldb,,1,1,False,False,False
Blyat,blyat,esolang,,1,1,False,False,False
bmd,bmd,pldb,,1,1,False,False,False
BMOW 1,bmow-1,esolang,,1,1,False,False,False
bmp-format,bmp-format,pldb,,1,1,False,False,False
Boat,boat,esolang,,1,1,False,False,False
bob,bob,pldb,,1,1,False,False,False
Bobotw,bobotw,esolang,,1,1,False,False,False
Bobr Kurwa,bobr-kurwa,esolang,,1,1,False,False,False
Bodyfuck,bodyfuck,esolang,,1,1,False,False,False
bog,bog,pldb,,1,1,False,False,False
Bog prok,bog-prok,esolang,,1,1,False,False,False
Bogus,bogus,esolang,,1,1,False,False,False
BogusForth,bogusforth,esolang,,1,1,False,False,False
Boi,boi,esolang,,1,1,False,False,False
boil,boil,pldb,,1,1,False,False,False
Bolaga,bolaga,esolang,,1,1,False,False,False
Bolgefuck,bolgefuck,esolang,,1,1,False,False,False
Bolic,bolic,esolang,,1,1,False,False,False
bolin,bolin,pldb,,1,1,False,False,False
Bomberman,bomberman,esolang,,1,1,False,False,False
bon-programming-language,bon-programming-language,pldb,,1,1,False,False,False
Bonar--,bonar,esolang,,1,1,False,False,False
Boner++,boner-plus-plus,esolang,,1,1,False,False,False
Boobeans,boobeans,esolang,,1,1,False,False,False
BooleanFunge,booleanfunge,esolang,,1,1,False,False,False
Boolet,boolet,esolang,,1,1,False,False,False
Boolfish,boolfish,esolang,,1,1,False,False,False
Boolgrid,boolgrid,esolang,,1,1,False,False,False
Boolshit,boolshit,esolang,,1,1,False,False,False
BoolSpool,boolspool,esolang,,1,1,False,False,False
BoolX,boolx,esolang,,1,1,False,False,False
Boom,boom,esolang,,1,1,False,False,False
Boomerang (programming language),boomerang-programming-language,wikipedia,,1,1,False,False,False
boomerang-decompiler,boomerang-decompiler,pldb,,1,1,False,False,False
Boomerlang,boomerlang,esolang,,1,1,False,False,False
BOOMOP,boomop,esolang,,1,1,False,False,False
boost-lib,boost-lib,pldb,,1,1,False,False,False
booster,booster,pldb,,1,1,False,False,False
Bored,bored,esolang,,1,1,False,False,False
BOREDOM,boredom,esolang,,1,1,False,False,False
Boring and Idiotic milk supper,boring-and-idiotic-milk-supper,esolang,,1,1,False,False,False
Boring Chef,boring-chef,esolang,,1,1,False,False,False
Boringscript,boringscript,esolang,,1,1,False,False,False
borneo,borneo,pldb,,1,1,False,False,False
Borsch,borsch,esolang,,1,1,False,False,False
Borth,borth,esolang,,1,1,False,False,False
"""Bosol""",bosol,esolang,,1,1,False,False,False
bossam,bossam,pldb,,1,1,False,False,False
Bot Engine,bot-engine,esolang,,1,1,False,False,False
Bottles of beer on the wall,bottles-of-beer-on-the-wall,esolang,,1,1,False,False,False
bounce,bounce,pldb,,1,1,False,False,False
bounce-lang,bounce-lang,pldb,,1,1,False,False,False
Bouncy,bouncy,esolang,,1,1,False,False,False
Bouncy Counters,bouncy-counters,esolang,,1,1,False,False,False
bourne-shell,bourne-shell,pldb,,1,1,False,False,False
Bout,bout,esolang,,1,1,False,False,False
BoVeX,bovex,esolang,,1,1,False,False,False
Box Drawing,box-drawing,esolang,,1,1,False,False,False
BOX-256,box-256,esolang,,1,1,False,False,False
𝔹oxƒ⊙ck,boxck,esolang,,1,1,False,False,False
Boxes,boxes,esolang,,1,1,False,False,False
boxx,boxx,pldb,,1,1,False,False,False
Boxy,boxy,esolang,,1,1,False,False,False
Boyfriend.xml,boyfriend.xml,esolang,,1,1,False,False,False
bpkg-pm,bpkg-pm,pldb,,1,1,False,False,False
bpl,bpl,pldb,,1,1,False,False,False
bpmn,bpmn,pldb,,1,1,False,False,False
bpn2,bpn2,pldb,,1,1,False,False,False
Br greater than,br-greater-than,esolang,,1,1,False,False,False
Braces,braces,esolang,,1,1,False,False,False
Brack,brack,esolang,,1,1,False,False,False
Bracket,bracket,esolang,,1,1,False,False,False
Bracket Hax,bracket-hax,esolang,,1,1,False,False,False
BracketFolders,bracketfolders,esolang,,1,1,False,False,False
BracketOnly,bracketonly,esolang,,1,1,False,False,False
Brackets,brackets,esolang,,1,1,False,False,False
brackets-editor,brackets-editor,pldb,,1,1,False,False,False
BracketsLang,bracketslang,esolang,,1,1,False,False,False
Brackit,brackit,esolang,,1,1,False,False,False
Braille,braille,esolang,,1,1,False,False,False
Braimmental,braimmental,esolang,,1,1,False,False,False
Braimproved,braimproved,esolang,,1,1,False,False,False
Brain Ah Fuck,brain-ah-fuck,esolang,,1,1,False,False,False
Brain:D,brain-d,esolang,,1,1,False,False,False
