alias,lang_id,source
Dash-end,dash-end,self
Dashes,dashes,self
dashrep,dashrep,self
dasl,dasl,self
Daslang,daslang,self
dasm,dasm,self
Dat,dat,self
Dat is Dis,dat-is-dis,self
dat-protocol,dat-protocol,self
Data,data,self
data-access-language,data-access-language,self
data-general-business-basic,data-general-business-basic,self
data-text,data-text,self
databus,databus,self
DataComs,datacoms,self
dataflex,dataflex,self
datafun,datafun,self
datalisp,datalisp,self
datalog,datalog,self
datan,datan,self
datapackage,datapackage,self
datapoint-dasl,datapoint-dasl,self
datascript,datascript,self
datatrieve,datatrieve,self
dataweave,dataweave,self
DateFuck,datefuck,self
DateTri,datetri,self
datev,datev,self
Dathanna,dathanna,self
datomic,datomic,self
Datums,datums,self
davinci-resolve,davinci-resolve,self
DAWBridge,dawbridge,self
Dawg,dawg,self
dax,dax,self
Daydream,daydream,self
dbase,dbase,self
DBFV!,dbfv,self
dbml,dbml,self
Dbondb,dbondb,self
DBR,dbr,self
dc,dc,self
dcalgol,dcalgol,self
dcat,dcat,self
dcl,digital-command-language,linguist
DcScript,dcscript,self
dcvs,dcvs,self
Dd,dd,self
Dd/dd,dd-dd,self
dda,dda,self
DDDD,dddd,self
ddfcsv,ddfcsv,self
ddfql,ddfql,self
ddml,ddml,self
ddp,ddp,self
DDR,ddr,self
DDuuaall,dduuaall,self
de-bruijn-index-notation,de-bruijn-index-notation,self
de-bruijn-notation,de-bruijn-notation,self
deacon,deacon,self
Dead,dead,self
Dead fish,dead-fish,self
Deadbird,deadbird,self
Deadchicken,deadchicken,self
Deadfib,deadfib,self
Deadfih,deadfih,self
deadfish,deadfish,self
Deadfish 2,deadfish-2,self
Deadfish 3,deadfish-3,self
Deadfish i,deadfish-i,self
Deadfish Joust,deadfish-joust,self
Deadfish PDA,deadfish-pda,self
Deadfish++,deadfish-plus-plus,self
"Deadfish ""self-interpreter""",deadfish-self-interpreter,self
Deadfish TM,deadfish-tm,self
Deadfish with gotos and input,deadfish-with-gotos-and-input,self
Deadfish x,deadfish-x,self
Deadfish+,deadfish+,self
Deadfsh,deadfsh,self
Deadfuck,deadfuck,self
DeadIFsh,deadifsh,self
Deadman,deadman,self
DeadPig,deadpig,self
Deadshark,deadshark,self
DeadSimple,deadsimple,self
Deadsnail,deadsnail,self
Deadsocket,deadsocket,self
DeafPig,deafpig,self
Death,death,self
DeathScript,deathscript,self
deb,deb,self
Debian Package Control File,debian-package-control-file,self
debl,debl,self
DeBruijn,debruijn,self
debuma,debuma,self
dec64,dec64,self
Decimal,decimal,self
decision-model-notation,decision-model-notation,self
decker,decker,self
declare,declare,self
Decleq,decleq,self
Deductive language,deductive-language,self
dedukti,dedukti,self
Deep🕳️,deep,self
DeepLang,deeplang,self
deesel,deesel,self
Def run(t):,def-run-t,self
Define,define,self
Define All Of It,define-all-of-it,self
Definer,definer,self
definite-clause-grammar-notation,definite-clause-grammar-notation,self
Definitely unusable,definitely-unusable,self
Definition,definition,self
DefLang,deflang,self
Defunc,defunc,self
Degration,degration,self
Deklare,deklare,self
del,del,self
Delambda,delambda,self
DeleteScript,deletescript,self
Deletion log,deletion-log,self
delirium,delirium,self
delphi,delphi,self
delphi,pascal,linguist
Delta,delta,self
Delta Relay,delta-relay,self
Delta Salein Å,delta-salein-a,self
delta-prolog,delta-prolog,self
DeltaLang,deltalang,self
Deltaplex,deltaplex,self
Delvs,delvs,self
dem,dem,self
demeter,demeter,self
Demlang,demlang,self
Demons,demons,self
demos,demos,self
dendral,dendral,self
DenizenScript,denizenscript,self
deno,deno,self
Denver-Augusta-Harrisburg,denver-augusta-harrisburg,self
Deoxyribose,deoxyribose,self
Depend,depend,self
dependent-ml,dependent-ml,self
Dependently Typed Binary Lambda Calculus,dependently-typed-binary-lambda-calculus,self
Dequeasm,dequeasm,self
Der Know How Computer,der-know-how-computer,self
dern,dern,self
Derpcode,derpcode,self
Derplang,derplang,self
Derpodce,derpodce,self
DerpScrp,derpscrp,self
DerpText,derptext,self
descartes,descartes,self
Describish,describish,self
descript,descript,self
Descriptive Program,descriptive-program,self
descriptran,descriptran,self
Design coder,design-coder,self
Deskin,deskin,self
desktop,desktop,self
desmos,desmos,self
Desmoslang,desmoslang,self
Desrever,desrever,self
detab-65,detab-65,self
detab-x,detab-x,self
DetailedFuck,detailedfuck,self
detap,detap,self
Detour,detour,self
Detrovert,detrovert,self
Deutsch,deutsch,self
deva,deva,self
Developers,developers,self
Deviating Percolator,deviating-percolator,self
device-independent-file-format,device-independent-file-format,self
devicetree,devicetree,self
devil,devil,self
Dewey,dewey,self
dex,dex,self
dexterity,dexterity,self
dexvis,dexvis,self
DFA-er,dfa-er,self
dfl,dfl,self
dfns,dfns,self
DFS,dfs,self
DG,dg,self
DGOL,dgol,self
dgraph,dgraph,self
dhall,dhall,self
DIACRITIC,diacritic,self
Diacritics,diacritics,self
diagram,diagram,self
dialog,dialog,self
diamag,diamag,self
diana,diana,self
dibol,dibol,self
dice,dice,self
Dice Roll,dice-roll,self
Dick,dick,self
Did I Ask,did-i-ask,self
Die Deutsche Programmiersprache,die-deutsche-programmiersprache,self
diet,diet,self
Diexponae,diexponae,self
diff,diff,self
differential-datalog,differential-datalog,self
Difficult,difficult,self
Dig,dig,self
Dig 2,dig-2,self
Dig straight down like an idiot,dig-straight-down-like-an-idiot,self
DigFiles,digfiles,self
DigFill,digfill,self
Digital,digital,self
Digital Miracle,digital-miracle,self
digital-command-language,digital-command-language,self
DigitDigitJump,digitdigitjump,self
DigitLang,digitlang,self
digraf,digraf,self
Dilemma,dilemma,self
Dimensifuck,dimensifuck,self
Dimensional,dimensional,self
Dimensions,dimensions,self
DINAC,dinac,self
Diner,diner,self
dinkc,dinkc,self
dinnerbell,dinnerbell,self
dino,dino,self
dio,dio,self
Dionysus,dionysus,self
Dip,dip,self
dipe-r,dipe-r,self
diplans,diplans,self
Dipsh!t,dipsh-t,self
Dir,dir,self
Dirac,dirac,self
dircolors,dircolors,self
DirectBrainFUCK,directbrainfuck,self
Direction,direction,self
Directional,directional,self
Directions,directions,self
DirectX 3D File,directx-3d-file,self
Dirst,dirst,self
Dirty,dirty,self
Dis,dis,self
Disan,disan,self
Disan Count Pesudocode,disan-count-pesudocode,self
disc,disc,self
DisFuck,disfuck,self
Disfunction,disfunction,self
Dish,dish,self
Dision,dision,self
dispel,dispel,self
displayport-standard,displayport-standard,self
Distal Interphalangeal Joint,distal-interphalangeal-joint,self
Distressed,distressed,self
distributed-processes,distributed-processes,self
distributed-smalltalk,distributed-smalltalk,self
Ditch,ditch,self
ditran,ditran,self
ditroff,ditroff,self
ditroff-ffortid,ditroff-ffortid,self
DIVCON,divcon,self
Division,division,self
Divmeq,divmeq,self
Divrac,divrac,self
DIVSPL,divspl,self
Divzeros,divzeros,self
dixy,dixy,self
DJ Qarkegs - Above The Sky,dj-qarkegs---above-the-sky,self
django,django,self
django,jinja,linguist
djangoql,djangoql,self
DJN OISC,djn-oisc,self
djot,djot,self
djvu,djvu,self
dkim-standard,dkim-standard,self
DL,dl,self
Dlang,d,linguist
dllup,dllup,self
dlp,dlp,self
dlvm,dlvm,self
dm,dm,self
dm-1,dm-1,self
dmap,dmap,self
dml,dml,self
dna,dna,self
DNA-Sharp,dna-sharp,self
dns,dns,self
DNS Zone,dns-zone,self
DO,do,self
Do Minsk Family,do-minsk-family,self
Do my esolangs even have meaning anymore or am i just part of an infinite factory making brainfuck clones until the end of eternity,do-my-esolangs-even-have-meaning-anymore-or-am-i-just-part-of-an-infinite-factory-making-brainfuck-clones-until-the-end-of-eternity,self
Do not,do-not,self
Do nothing,do-nothing,self
Do while true,do-while-true,self
Do-code,do-code,self
Do-if,do-if,self
DOBELA,dobela,self
docker,docker,self
dockerfile,dockerfile,self
docopt,docopt,self
doe-macsyma,doe-macsyma,self
DOESNT,doesnt,self
DoEverything();,doeverything,self
DoFor,dofor,self
dog,dog,self
Dog (BobSoftOfficial),dog-bobsoftofficial,self
dogescript,dogescript,self
Doggo,doggo,self
Dogless,dogless,self
DOGO,dogo,self
doh,doh,self
doi,doi,self
dojo,dojo,self
dokuwiki,dokuwiki,self
Dolfins grace,dolfins-grace,self
dolittle,dolittle,self
dollar-sign,dollar-sign,self
dolphin,dolphin,self
Domain,domain,self
domino,domino,self
Domino Crisis,domino-crisis,self
DominoScript,dominoscript,self
doml,doml,self
Don't,don-t,self
Dongbei,dongbei,self
Dont,dont,self
DONT YOU LECTURE ME WITH YOUR THIRTY DOLLAR LANGUAGE,dont-you-lecture-me-with-your-thirty-dollar-language,self
doodle,doodle,self
Doors,doors,self
Doorspace,doorspace,self
dopl,dopl,self
Doreq,doreq,self
Dorklang,dorklang,self
dosbatch,batchfile,linguist
Dosctrign’,dosctrign,self
dosini,ini,linguist
dot,dot,self
Dot's,dot-s,self
Dot-Peachy,dot-peachy,self
dot-product-equation,dot-product-equation,self
dot-ql,dot-ql,self
DOT.,dot.,self
Dotcomma,dotcomma,self
Dotenv,dotenv,self
Dotfuck,dotfuck,self
Dotlang,dotlang,self
DotNetOISC,dotnetoisc,self
Dots,dots,self
DotSF,dotsf,self
Dotsy,dotsy,self
Dotter,dotter,self
Double,double,self
Double Helix,double-helix,self
DoubleFuck,doublefuck,self
Doug,doug,self
DoWhileFuck,dowhilefuck,self
dowl,dowl,self
Down the Mountain,down-the-mountain,self
DownRight,downright,self
dpatch,darcs-patch,linguist
dplyr,dplyr,self
DPM,dpm,self
dpp,dpp,self
dprl,dprl,self
DQ,dq,self
draco-programming-language,draco-programming-language,self
draconian,draconian,self
dragonbasic,dragonbasic,self
DragonLang,dragonlang,self
dragoon,dragoon,self
Dragostea din tei,dragostea-din-tei,self
Drainfuck,drainfuck,self
drakon,drakon,self
Draten,draten,self
Drawfuck,drawfuck,self
Dreadfish,dreadfish,self
Dreadow,dreadow,self
dreamlisp,dreamlisp,self
dribble,dribble,self
Drift,drift,self
DriftLang,driftlang,self
Drive-In Window,drive-in-window,self
Drive-In Window extended,drive-in-window-extended,self
Drive-In Window extended TC with Chef,drive-in-window-extended-tc-with-chef,self
Drive-In Window JSON,drive-in-window-json,self
Drive-In Window TC,drive-in-window-tc,self
drl,drl,self
drol,drol,self
drs,drs,self
drupal,drupal,self
Drw,drw,self
dscript,dscript,self
dsd,dsd,self
DSL,dsl,self
dsl-90,dsl-90,self
dslx,dslx,self
dss,dss,self
DStack,dstack,self
dsym,dsym,self
dtd,dtd,self
DTM,dtm,self
dtrace,dtrace,self
dtrace-script,dtrace,linguist
dts,dts,self
dual,dual,self
Dual tape,dual-tape,self
Dual tape ez,dual-tape-ez,self
dub-pm,dub-pm,self
DubDubMachine,dubdubmachine,self
DUCK,duck,self
Duck Duck Goose,duck-duck-goose,self
duel,duel,self
Duh,duh,self
DukkTap,dukktap,self
Dumb self-modifying language,dumb-self-modifying-language,self
Dumbascii,dumbascii,self
Dumbf*ck,dumbf-ck,self
DumbScript,dumbscript,self
Dune,dune,self
Duocentehexaquinquagesimal,duocentehexaquinquagesimal,self
DUP,dup,self
Dupdog,dupdog,self
Durge,durge,self
duro,duro,self
durra,durra,self
DVector,dvector,self
dvi-standard,dvi-standard,self
dwg,dwg,self
DWIM,dwim,self
dxf,dxf,self
dylan,dylan,self
Dynamic Contraction System,dynamic-contraction-system,self
dynamo,dynamo,self
dynamo-pm,dynamo-pm,self
dynamo-visual-language,dynamo-visual-language,self
dystal,dystal,self
dyvil,dyvil,self
DZZZZ,dzzzz,self
e,e,self
E (eeEee),e-eeeee,self
E++,e-plus-plus,self
E (programming language),e-programming-language,self
E q u a t i o n,e-q-u-a-t-i-o-n,self
E♯,e-sharp,self
E-language,e-language,self
E-mail,e-mail,self
E62qpodb593,e62qpodb593,self
"EA Script, It's in the code.",ea-script-it-s-in-the-code.,self
Eaf ...Where is o,eaf-...where-is-o,self
Eafh,eafh,self
Eafish,eafish,self
eagle,eagle,self
"Eans,",eans,self
Earfuck,earfuck,self
earl-grey,earl-grey,self
earnest-ok,earnest-ok,self
~EarthBit,earthbit,self
Earthfile,earthly,linguist
Earthly,earthly,self
eas-e,eas-e,self
ease,ease,self
eask,emacs-lisp,linguist
easl,easl,self
easy,easy,self
easy-english,easy-english,self
easybuild,easybuild,self
Easyfish,easyfish,self
EasyFlakes,easyflakes,self
Easyfuck,easyfuck,self
easylanguage,easylanguage,self
EasyScript,easyscript,self
easytrieve,easytrieve,self
Eb-maj7,eb-maj7,self
ebcdic,ebcdic,self
ebg,ebg,self
ebnf,ebnf,self
Ebur,ebur,self
Ebur+,ebur+,self
ec,ec,self
Ecere Projects,ecere-projects,self
Echidna,echidna,self
Echo,echo,self
Echo Tag,echo-tag,self
EchoLang,echolang,self
EchoLang (None1),echolang-none1,self
ecl,ecl,self
eclectic-csp,eclectic-csp,self
ECLiPSe,eclipse,self
eclipse-command-language,eclipse-command-language,self
eclipse-editor,eclipse-editor,self
Ecliptica,ecliptica,self
ecmarkdown,ecmarkup,linguist
Ecmarkup,ecmarkup,self
eco-editor,eco-editor,self
ecological-metadata-language,ecological-metadata-language,self
ecr,ecr,self
ecr,html+ecr,linguist
ecsharp,ecsharp,self
Ecstatic,ecstatic,self
ect,ect,self
ed-editor,ed-editor,self
EDE,ede,self
eden,eden,self
Edge,edge,self
edge-side-includes,edge-side-includes,self
edgedb,edgedb,self
edgelisp,edgelisp,self
edgeql,edgeql,self
edh,edh,self
edina,edina,self
edinburgh-imp,edinburgh-imp,self
edinburgh-lcf,edinburgh-lcf,self
edison,edison,self
Edition,edition,self
editor-config,editorconfig,linguist
EditorConfig,editorconfig,self
edje-data-collection,edje-data-collection,self
edn,edn,self
edsac-initial-orders,edsac-initial-orders,self
edscript,edscript,self
edsim,edsim,self
educe,educe,self
educe-star,educe-star,self
EE,ee,self
Eek!,eek,self
eeschema schematic,kicad-schematic,linguist
eex,eex,self
eex,html+eex,linguist
Eezy,eezy,self
Ef,ef,self
eff,eff,self
effekt,effekt,self
Efghij,efghij,self
efl,efl,self
Egaharjb,egaharjb,self
egel,egel,self
Egg,egg,self
egison,egison,self
egl,egl,self
Egnufeb,egnufeb,self
egs4,egs4,self
EGSHEL,egshel,self
Eh,eh,self
EHTML,ehtml,self
ᖴᑌᑎᑎEᒪIᑕ,ei,self
Eiffel,eiffel,self
EIGHT EGGS,eight-eggs,self
EINE,eine,self
EIsor,eisor,self
Eitherf*ck,eitherf-ck,self
ejs,ejs,self
Ekativ,ekativ,self
el1,el1,self
elan,elan,self
ELAN (programming language),elan-programming-language,self
ELANG,elang,self
elastic-query-dsl,elastic-query-dsl,self
ELBOG,elbog,self
election-markup-language,election-markup-language,self
Electra,electra,self
electre,electre,self
Electric BitFunk,electric-bitfunk,self
electronic business card,vcard,linguist
elegance,elegance,self
elegant,elegant,self
Element,element,self
ELEMENTARY,elementary,self
ElemScript,elemscript,self
elena,elena,self
elephant,elephant,self
Elevated Parser,elevated-parser,self
Elevator,elevator,self
elf,elf,self
elfe,elfe,self
Elfroh,elfroh,self
Elilang,elilang,self
Eliminate,eliminate,self
elisp,emacs-lisp,linguist
elixir,elixir,self
Elixir (programming language),elixir-programming-language,self
ella-programming-language,ella-programming-language,self
ellie,ellie,self
elliott-algol,elliott-algol,self
Ellipsis,ellipsis,self
\ELLOWOS,ellowos,self
ellpack,ellpack,self
Elm,elm,self
elm-packages-pm,elm-packages-pm,self
elmol,elmol,self
Elog,elog,self
elpa-pm,elpa-pm,self
elpi,elpi,self
elvish,elvish,self
Elvish Transcript,elvish-transcript,self
elymas,elymas,self
em,em,self
emacs,emacs-lisp,linguist
emacs muse,muse,linguist
emacs-editor,emacs-editor,self
emacs-lisp,emacs-lisp,self
email,e-mail,linguist
Emanator,emanator,self
Embedded HQ9+,embedded-hq9+,self
emberjs-framework,emberjs-framework,self
emberscript,emberscript,self
Emblema,emblema,self
Emblia,emblia,self
Emds,emds,self
emerald,emerald,self
emerald-lang,emerald-lang,self
emesh,emesh,self
emfatic,emfatic,self
emily,emily,self
EmiT,emit,self
eml,e-mail,linguist
EML,eml,self
emma,emma,self
Emmental,emmental,self
Emo,emo,self
Emoji,emoji,self
Emoji-gramming,emoji-gramming,self
emojicode,emojicode,self
EmojiCoder,emojicoder,self
EmojiGolf,emojigolf,self
EmojiLang,emojilang,self
EmojiLang in Chinese,emojilang-in-chinese,self
EmojiLang (Mihai Popa),emojilang-mihai-popa,self
EmojiWee,emojiwee,self
Emoticode,emoticode,self
emoticon,emoticon,self
Emotinomicon,emotinomicon,self
empirical,empirical,self
Empty,empty,self
EmptyFuck,emptyfuck,self
emscripten,emscripten,self
emu,emu,self
Encapsulation,encapsulation,self
enchilada,enchilada,self
Encircle,encircle,self
encore,encore,self
🔒 Encrypted 🔒,encrypted,self
EncryptedFuck,encryptedfuck,self
EncryptFuck,encryptfuck,self
End,end,self
Ende,ende,self
Endfield,endfield,self
Enema,enema,self
energese-notation,energese-notation,self
energy-momentum-equation,energy-momentum-equation,self
!English,english,self
English Binerdy,english-binerdy,self
哮/English version,english-version,self
English+,english+,self
english-programming-language,english-programming-language,self
Engwish,engwish,self
Enigma-2D,enigma-2d,self
EnilKode,enilkode,self
Eniuq,eniuq,self
Enjamb,enjamb,self
Enn,enn,self
eno,eno,self
Enrtopy,enrtopy,self
Enrtopy++,enrtopy-plus-plus,self
EnScript,enscript,self
Ensemencer,ensemencer,self
enso,enso,self
enso-lang,enso-lang,self
enterprise-mashup-markup-language,enterprise-mashup-markup-language,self
Enterprise™,enterprisetm,self
Entfedern,entfedern,self
Entish,entish,self
ENTMPL,entmpl,self
Entrance,entrance,self
entropy,entropy,self
EntropyAssembler,entropyassembler,self
envoy-app,envoy-app,self
envrc,shell,linguist
Enwokenment,enwokenment,self
Eod,eod,self
Eodermdrome,eodermdrome,self
Eof,eof,self
EOOOL,eoool,self
EPARM,eparm,self
Ephemeral,ephemeral,self
epigram,epigram,self
epilog,epilog,self
EPL Main,epl-main,self
EPOAQ,epoaq,self
Epsilo,epsilo,self
epsilon,epsilon,self
epub,epub,self
EQ,eq,self
eql,eql,self
eqlog,eqlog,self
eqn,eqn,self
eqs,eqs,self
equate,equate,self
Equipage,equipage,self
Eralin,eralin,self
Erase,erase,self
erb,erb,self
erb,html+erb,linguist
Eremias 2,eremias-2,self
erg,erg,self
erlang,erlang,self
Erlang (programming language),erlang-programming-language,self
Ero,ero,self
Eror,eror,self
errol,errol,self
Error,error,self
"Error: The system didn't find the object, program, or command that you're trying to access or execute.",error-the-system-didn-t-find-the-object-program-or-command-that-you-re-trying-to-access-or-execute.,self
ErrorFree,errorfree,self
ErrorFuck,errorfuck,self
ErrorFull,errorfull,self
ErrorFull on node.js,errorfull-on-node.js,self
ErrorFullC++,errorfullc-plus-plus,self
ErrorLang,errorlang,self
Éšœłãñg,esang,self
ESC!,esc,self
esc-p,esc-p,self
escapade-programming-language,escapade-programming-language,self
esdl,edgeql,linguist
Esimpl,esimpl,self
Esketit,esketit,self
eskew,eskew,self
Esme,esme,self
Eso2D,eso2d,self
Esoasm,esoasm,self
EsoBASIC,esobasic,self
EsoChan,esochan,self
EsoChar,esochar,self
Esofish,esofish,self
EsoFmt,esofmt,self
EsoFur,esofur,self
EsoKit,esokit,self
$ESOLANG,esolang,self
Esolang Simply Created To Annoy People Who Dislike Scratch,esolang-simply-created-to-annoy-people-who-dislike-scratch,self
Esolang spec,esolang-spec,self
Esolang talk:Klat gnalosE,esolang-talk-klat-gnalose,self
Esolangs,esolangs,self
Esolangs.org,esolangs.org,self
Esolasagna,esolasagna,self
Esomachine,esomachine,self
EsoML,esoml,self
ESON,eson,self
Esonaldo,esonaldo,self
EsoPost,esopost,self
ESOPUNK,esopunk,self
EsoPy Framework,esopy-framework,self
Esorn,esorn,self
EsoScript,esoscript,self
Esoteric Sequence of Numbers,esoteric-sequence-of-numbers,self
esoteric-reaction,esoteric-reaction,self
esp,esp,self
Español,espanol,self
espol,espol,self
Espro,espro,self
esterel,esterel,self
eta,eta,self
ETalk,etalk,self
ETAS,etas,self
etc,etc,self
Etcha,etcha,self
Ete,ete,self
Ételp moc gniruttéy gnitir wérgnirts,etelp-moc-gniruttey-gnitir-wergnirts,self
EternalGolf,eternalgolf,self
Eternity,eternity,self
ethereum,ethereum,self
ethereum-vm,ethereum-vm,self
ethernet,ethernet,self
Etl,etl,self
EtomemoteetomemoteetomemoteetomemotE,etomemoteetomemoteetomemoteetomemote,self
etoys,etoys,self
Etre,etre,self
etruscan-numerals,etruscan-numerals,self
etude,etude,self
euboea,euboea,self
euclid,euclid,self
euclidean-geometry,euclidean-geometry,self
euler,euler,self
eulers-equation,eulers-equation,self
eulisp,eulisp,self
eumel,eumel,self
euphoria,euphoria,self
eurisko,eurisko,self
EuskoPy,euskopy,self
eva,eva,self
Eval,eval,self
eve,eve,self
EvenOdd,evenodd,self
Everett,everett,self
everparse3d,everparse3d,self
Every-machine,every-machine,self
Everybody!,everybody,self
@everyone,everyone,self
@everyone but they had to move to irc bcuz they got banned from discord,everyone-but-they-had-to-move-to-irc-bcuz-they-got-banned-from-discord,self
Everyonelang,everyonelang,self
Everything,everything,self
Evil,evil,self
Evinocu,evinocu,self
EVM,evm,self
EWaduzitdo,ewaduzitdo,self
EWagon,ewagon,self
文文ewankalite,ewankalite,self
Ewpl,ewpl,self
ex-editor,ex-editor,self
Exalang,exalang,self
Examinable Invocation Vector,examinable-invocation-vector,self
EXAMPL,exampl,self
ExampleFuck,examplefuck,self
exapt,exapt,self
excel-app,excel-app,self
Excela,excela,self
Excellang,excellang,self
Excellerated Short-Term Memory Loss,excellerated-short-term-memory-loss,self
Exclaim,exclaim,self
EXCON,excon,self
EXDotSF,exdotsf,self
Exec,exec,self
exec-2,exec-2,self
Exechars,exechars,self
Execline,execline,self
Execode,execode,self
Execoil,execoil,self
executable-json,executable-json,self
exel,exel,self
exfat,exfat,self
exkited,exkited,self
Exoshell,exoshell,self
Exotic,exotic,self
Exp,exp,self
Expandable Quantum Brainfuck,expandable-quantum-brainfuck,self
Expansion,expansion,self
EXPBLARGL,expblargl,self
expect,expect,self
Expensive,expensive,self
explan,explan,self
Expload,expload,self
Explode,explode,self
explor,explor,self
explorer,explorer,self
Expression,expression,self
Expressions,expressions,self
Expressive,expressive,self
expresso,expresso,self
ext,ext,self
ext2,ext2,self
ext3,ext3,self
ext4,ext4,self
extempore,extempore,self
Extendable MiniLang,extendable-minilang,self
Extended Brainfuck,extended-brainfuck,self
Extended Foo,extended-foo,self
extended-ml,extended-ml,self
extended-pascal,extended-pascal,self
ExtendedFuck,extendedfuck,self
ExtendedPig,extendedpig,self
Extensible Crement,extensible-crement,self
extensible-embeddable-language,extensible-embeddable-language,self
Extension,extension,self
extran,extran,self
Eyefuck,eyefuck,self
eyg,eyg,self
ez,ez,self
ezhil,ezhil,self
f,f,self
F'juhv iK'tlhUng,f-juhv-ik-tlhung,self
F (None1),f-none1,self
F (programming language),f-programming-language,self
F! U! C! K! What do we appreciate!,f-u-c-k-what-do-we-appreciate,self
f-prime,f-prime,self
F-PULSE,f-pulse,self
f-script,f-script,self
f-sharp,f-sharp,self
F²,f2,self
fable,fable,self
fable-lang,fable-lang,self
fac,fac,self
facelets,facelets,self
Fackward,fackward,self
fact,fact,self
fact-lang,fact-lang,self
factor,factor,self
Factor (programming language),factor-programming-language,self
Factory,factory,self
fad,fad,self
Fading Rainbow,fading-rainbow,self
FAGI,fagi,self
Fairytale,fairytale,self
FAKE,fake,self
FakeASM,fakeasm,self
FakeC,fakec,self
FakeScript,fakescript,self
falcon,falcon,self
FallDown,falldown,self
false,false,self
Falsebrain9Q+Fishload,falsebrain9q+fishload,self
Falsish,falsish,self
family-basic,family-basic,self
fancy,fancy,self
FANJIX,fanjix,self
FantalleFlags,fantalleflags,self
fantom,fantom,self
fap,fap,self
far,far,self
faradays-induction-equation,faradays-induction-equation,self
farcaster,farcaster,self
fardlang,fardlang,self
Fargo,fargo,self
Farm,farm,self
Farnsworth,farnsworth,self
Fash,fash,self
FAsm,fasm,self
fast-fourier-transform-equation,fast-fourier-transform-equation,self
fasta-format,fasta-format,self
FastBrain,fastbrain,self
Fastlane,fastlane,self
fastq-format,fastq-format,self
fasttrack-scripting-host,fasttrack-scripting-host,self
fat,fat,self
FatFinger,fatfinger,self
faust,faust,self
fawlty,fawlty,self
fay,fay,self
Fb,fb,self
fb,freebasic,linguist
fbx,fbx,self
fcl,fcl,self
FCompiler,fcompiler,self
fcpu,fcpu,self
fe,fe,self
Fear,fear,self
Fear of the Unknown,fear-of-the-unknown,self
Feather,feather,self
Feed the Chaos,feed-the-chaos,self
Feedfish,feedfish,self
feel,feel,self
felix,felix,self
femtolisp,femtolisp,self
fen-notation,fen-notation,self
fenix-project,fenix-project,self
fennel,fennel,self
ferite,ferite,self
fern,fern,self
FerNANDo,fernando,self
Ferntape,ferntape,self
ferret,ferret,self
Feta,feta,self
fetlang,fetlang,self
Fetus,fetus,self
feynman-diagram,feynman-diagram,self
FFFF,ffff,self
FFM/FFB,ffm-ffb,self
ffmpeg,ffmpeg,self
FFRISC,ffrisc,self
Fg,fg,self
FH,fh,self
FHC,fhc,self
fhir,fhir,self
FHQ9+-,fhq9+,self
Fi,fi,self
Fibofuck,fibofuck,self
fibonacci,fibonacci,self
fibonacci-notation,fibonacci-notation,self
fickle,fickle,self
"""Fido"",",fido,self
FIFOrth,fiforth,self
FIFTH,fifth,self
FIGfont,figlet-font,linguist
figlet-font,figlet-font,self
Figurehead,figurehead,self
Fiifinite,fiifinite,self
filebench-wml,filebench-wml,self
FileCode,filecode,self
filecoin,filecoin,self
"Filename ""xxx"" doesn't seem to be a valid filename/commmand!",filename-xxx-doesn-t-seem-to-be-a-valid-filename-commmand,self
FilesAndFolders!,filesandfolders,self
FileSys,filesys,self
filetab,filetab,self
filetab-d,filetab-d,self
FILO,filo,self
Filska,filska,self
filterscript,filterscript,self
Filth,filth,self
FiM++,fim-plus-plus,self
Finder,finder,self
Fingerfuck,fingerfuck,self
Finite Countermodel Machine,finite-countermodel-machine,self
Finite Groups,finite-groups,self
Finite looping automaton,finite-looping-automaton,self
Finite State Brainfuck,finite-state-brainfuck,self
"Finite-state mach... wait, WHAT!?",finite-state-mach...-wait-what,self
Finites at Fredy's,finites-at-fredy-s,self
Finity,finity,self
Finvara,finvara,self
firebase,firebase,self
Firefly,firefly,self
firefox,firefox,self
FireStarter,firestarter,self
firrtl,firrtl,self
First,first,self
First.go,first.go,self
Firstreplace,firstreplace,self
fish,fish,self
Fish Chips and Mushy Peas,fish-chips-and-mushy-peas,self
Fish Code,fish-code,self
FISH WALKING 🚶,fish-walking,self
Fishheads,fishheads,self
Fishing,fishing,self
Fishing Minigame,fishing-minigame,self
fishlang,fishlang,self
FISHQ9+,fishq9+,self
FishScript,fishscript,self
Fishstacks,fishstacks,self
Fission,fission,self
Fist,fist,self
Fit,fit,self
Five,five,self
FixxBuxx,fixxbuxx,self
fizz,fizz,self
Fizzbuzz,fizzbuzz,self
FizzLang,fizzlang,self
FizzLang Unbounded,fizzlang-unbounded,self
FJ,fj,self
fjolnir,fjolnir,self
fjs,fjs,self
FJZ,fjz,self
fl,fl,self
flacc,flacc,self
Flag,flag,self
flagship,flagship,self
Flame,flame,self
flame-ir,flame-ir,self
flang,flang,self
flapjax,flapjax,self
flare,flare,self
Flarp,flarp,self
Flasmi,flasmi,self
flatbuffers,flatbuffers,self
Flatland,flatland,self
flatline,flatline,self
flavors,flavors,self
fleck,fleck,self
flengpp,flengpp,self
flex,flex,self
flex,lex,linguist
flex-lang,flex-lang,self
flexbuffers,flexbuffers,self
flexml,flexml,self
flic,flic,self
Flij,flij,self
FlinnScrip,flinnscrip,self
FlinnStack,flinnstack,self
Flip,flip,self
FlipFlop,flipflop,self
