rosettacode_name,rosettacode_url,rosettacode_summary,rosettacode_tasks_count
Lobster,https://rosettacode.org/wiki/Lobster,,23
Locomotive Basic,https://rosettacode.org/wiki/Locomotive_Basic,,76
Loglan82,https://rosettacode.org/wiki/Loglan82,,24
Logo,https://rosettacode.org/wiki/Logo,,219
Logtalk,https://rosettacode.org/wiki/Logtalk,,81
LOLCODE,https://rosettacode.org/wiki/LOLCODE,,49
Lolli,https://rosettacode.org/wiki/Lolli,,0
Lotus 123 Macro Scripting,https://rosettacode.org/wiki/Lotus_123_Macro_Scripting,,0
LotusScript,https://rosettacode.org/wiki/LotusScript,,7
Lout,https://rosettacode.org/wiki/Lout,,0
LSE,https://rosettacode.org/wiki/LSE,,8
LSE64,https://rosettacode.org/wiki/LSE64,,12
LSL,https://rosettacode.org/wiki/LSL,,17
LSTS,https://rosettacode.org/wiki/LSTS,,0
Lua,https://rosettacode.org/wiki/Lua,,1023
Lucid,https://rosettacode.org/wiki/Lucid,,12
Luck,https://rosettacode.org/wiki/Luck,,8
Luna,https://rosettacode.org/wiki/Luna,,2
Lush,https://rosettacode.org/wiki/Lush,,1
Lychen,https://rosettacode.org/wiki/Lychen,,1
Lygon,https://rosettacode.org/wiki/Lygon,,0
M2000 Interpreter,https://rosettacode.org/wiki/M2000_Interpreter,,562
M4,https://rosettacode.org/wiki/M4,,92
M680x0,https://rosettacode.org/wiki/M680x0,,0
MACRO-11,https://rosettacode.org/wiki/MACRO-11,,27
Macsyma,https://rosettacode.org/wiki/Macsyma,,0
MAD,https://rosettacode.org/wiki/MAD,,89
Make,https://rosettacode.org/wiki/Make,,19
Malbolge,https://rosettacode.org/wiki/Malbolge,,5
MANOOL,https://rosettacode.org/wiki/MANOOL,,6
Maple,https://rosettacode.org/wiki/Maple,,406
MAPPER,https://rosettacode.org/wiki/MAPPER,,0
MariaDB,https://rosettacode.org/wiki/MariaDB,,6
Mastermind,https://rosettacode.org/wiki/Mastermind,,2
Mathcad,https://rosettacode.org/wiki/Mathcad,,8
MathCortex,https://rosettacode.org/wiki/MathCortex,,2
Mathematica,https://rosettacode.org/wiki/Mathematica,,1325
Mathprog,https://rosettacode.org/wiki/Mathprog,,9
MATLAB,https://rosettacode.org/wiki/MATLAB,,414
Maude,https://rosettacode.org/wiki/Maude,,3
Maxima,https://rosettacode.org/wiki/Maxima,,414
MAXScript,https://rosettacode.org/wiki/MAXScript,,116
MBS,https://rosettacode.org/wiki/MBS,,5
MDL,https://rosettacode.org/wiki/MDL,,2
ME10 macro,https://rosettacode.org/wiki/ME10_macro,,0
MEL,https://rosettacode.org/wiki/MEL,,4
MelonBasic,https://rosettacode.org/wiki/MelonBasic,,5
Mercury,https://rosettacode.org/wiki/Mercury,,127
Metafont,https://rosettacode.org/wiki/Metafont,,47
Metapost,https://rosettacode.org/wiki/Metapost,,2
MGS,https://rosettacode.org/wiki/MGS,,0
Mia,https://rosettacode.org/wiki/Mia,,1
Microsoft Small Basic,https://rosettacode.org/wiki/Microsoft_Small_Basic,,70
Min,https://rosettacode.org/wiki/Min,,121
MINIL,https://rosettacode.org/wiki/MINIL,,2
Minimal BASIC,https://rosettacode.org/wiki/Minimal_BASIC,,78
MiniScript,https://rosettacode.org/wiki/MiniScript,,248
MiniZinc,https://rosettacode.org/wiki/MiniZinc,,31
MIPS Assembly,https://rosettacode.org/wiki/MIPS_Assembly,,45
Mirah,https://rosettacode.org/wiki/Mirah,,21
Miranda,https://rosettacode.org/wiki/Miranda,,88
MIRC Scripting Language,https://rosettacode.org/wiki/MIRC_Scripting_Language,,26
Mirelle,https://rosettacode.org/wiki/Mirelle,,0
ML,https://rosettacode.org/wiki/ML,,22
ML/I,https://rosettacode.org/wiki/ML/I,,20
MLite,https://rosettacode.org/wiki/MLite,,26
MMIX,https://rosettacode.org/wiki/MMIX,,14
Mn,https://rosettacode.org/wiki/Mn,,2
Modula-2,https://rosettacode.org/wiki/Modula-2,,270
Modula-3,https://rosettacode.org/wiki/Modula-3,,130
Mojo,https://rosettacode.org/wiki/Mojo,,4
Mond,https://rosettacode.org/wiki/Mond,,1
Monicelli,https://rosettacode.org/wiki/Monicelli,,4
Monkey,https://rosettacode.org/wiki/Monkey,,1
Monte,https://rosettacode.org/wiki/Monte,,9
MontiLang,https://rosettacode.org/wiki/MontiLang,,12
MOO,https://rosettacode.org/wiki/MOO,,14
MoonBit,https://rosettacode.org/wiki/MoonBit,,2
MoonRock,https://rosettacode.org/wiki/MoonRock,,11
MoonScript,https://rosettacode.org/wiki/MoonScript,,7
Morfa,https://rosettacode.org/wiki/Morfa,,9
Mosaic,https://rosettacode.org/wiki/Mosaic,,3
MPIF90,https://rosettacode.org/wiki/MPIF90,,0
MSX Basic,https://rosettacode.org/wiki/MSX_Basic,,146
MUF,https://rosettacode.org/wiki/MUF,,1
MUMPS,https://rosettacode.org/wiki/MUMPS,,109
Myrddin,https://rosettacode.org/wiki/Myrddin,,3
MyrtleScript,https://rosettacode.org/wiki/MyrtleScript,,2
MySQL,https://rosettacode.org/wiki/MySQL,,6
Mython,https://rosettacode.org/wiki/Mython,,0
Mythryl,https://rosettacode.org/wiki/Mythryl,,1
N/t/roff,https://rosettacode.org/wiki/N/t/roff,,16
Nanoquery,https://rosettacode.org/wiki/Nanoquery,,199
Nascom BASIC,https://rosettacode.org/wiki/Nascom_BASIC,,25
NASL,https://rosettacode.org/wiki/NASL,,1
NATURAL,https://rosettacode.org/wiki/NATURAL,,3
Neat,https://rosettacode.org/wiki/Neat,,1
Neko,https://rosettacode.org/wiki/Neko,,70
Nemerle,https://rosettacode.org/wiki/Nemerle,,147
NESL,https://rosettacode.org/wiki/NESL,,8
NetLogo,https://rosettacode.org/wiki/NetLogo,,8
NetRexx,https://rosettacode.org/wiki/NetRexx,,285
Never,https://rosettacode.org/wiki/Never,,11
NewLISP,https://rosettacode.org/wiki/NewLISP,,173
NewtonScript,https://rosettacode.org/wiki/NewtonScript,,1
NGS,https://rosettacode.org/wiki/NGS,,10
Nial,https://rosettacode.org/wiki/Nial,,32
Nice,https://rosettacode.org/wiki/Nice,,0
Nickle,https://rosettacode.org/wiki/Nickle,,5
Night,https://rosettacode.org/wiki/Night,,1
Nim,https://rosettacode.org/wiki/Nim,,1624
Nit,https://rosettacode.org/wiki/Nit,,8
Niue,https://rosettacode.org/wiki/Niue,,7
Nix,https://rosettacode.org/wiki/Nix,,7
NLP++,https://rosettacode.org/wiki/NLP%2B%2B,,1
Nom,https://rosettacode.org/wiki/Nom,,10
NOWUT,https://rosettacode.org/wiki/NOWUT,,2
NQP,https://rosettacode.org/wiki/NQP,,0
NS-HUBASIC,https://rosettacode.org/wiki/NS-HUBASIC,,43
NSIS,https://rosettacode.org/wiki/NSIS,,6
Nu,https://rosettacode.org/wiki/Nu,,143
Nutt,https://rosettacode.org/wiki/Nutt,,8
Nyquist,https://rosettacode.org/wiki/Nyquist,,5
OASYS,https://rosettacode.org/wiki/OASYS,,3
OASYS Assembler,https://rosettacode.org/wiki/OASYS_Assembler,,11
Oberon-07,https://rosettacode.org/wiki/Oberon-07,,115
Oberon-2,https://rosettacode.org/wiki/Oberon-2,,145
Objeck,https://rosettacode.org/wiki/Objeck,,357
Object Pascal,https://rosettacode.org/wiki/Object_Pascal,,13
Object Pascal Implementations,https://rosettacode.org/wiki/Object_Pascal_Implementations,,3
ObjectIcon,https://rosettacode.org/wiki/ObjectIcon,,25
Objective-C,https://rosettacode.org/wiki/Objective-C,,158
OCaml,https://rosettacode.org/wiki/OCaml,,692
Occam,https://rosettacode.org/wiki/Occam,,2
Octave,https://rosettacode.org/wiki/Octave,,327
Odin,https://rosettacode.org/wiki/Odin,,78
Oforth,https://rosettacode.org/wiki/Oforth,,308
Ol,https://rosettacode.org/wiki/Ol,,172
Omega,https://rosettacode.org/wiki/Omega,,1
OmniMark,https://rosettacode.org/wiki/OmniMark,,20
Onyx,https://rosettacode.org/wiki/Onyx,,8
Onyx (wasm),https://rosettacode.org/wiki/Onyx_%28wasm%29,,6
OOC,https://rosettacode.org/wiki/OOC,,14
OOCalc,https://rosettacode.org/wiki/OOCalc,,2
OoRexx,https://rosettacode.org/wiki/OoRexx,,243
Opa,https://rosettacode.org/wiki/Opa,,1
OpenC++,https://rosettacode.org/wiki/OpenC%2B%2B,,0
OpenEdge/Progress,https://rosettacode.org/wiki/OpenEdge/Progress,,50
OpenLisp,https://rosettacode.org/wiki/OpenLisp,,2
Openscad,https://rosettacode.org/wiki/Openscad,,17
OPL,https://rosettacode.org/wiki/OPL,,24
Order,https://rosettacode.org/wiki/Order,,27
Owl Lisp,https://rosettacode.org/wiki/Owl_Lisp,,4
OxygenBasic,https://rosettacode.org/wiki/OxygenBasic,,120
Oxygene,https://rosettacode.org/wiki/Oxygene,,6
Oz,https://rosettacode.org/wiki/Oz,,277
Palo Alto Tiny BASIC,https://rosettacode.org/wiki/Palo_Alto_Tiny_BASIC,,16
Panda,https://rosettacode.org/wiki/Panda,,12
Panoramic,https://rosettacode.org/wiki/Panoramic,,5
ParaCL,https://rosettacode.org/wiki/ParaCL,,1
Pare,https://rosettacode.org/wiki/Pare,,1
PARI/GP,https://rosettacode.org/wiki/PARI/GP,,626
Pascal,https://rosettacode.org/wiki/Pascal,,760
Pascal-P,https://rosettacode.org/wiki/Pascal-P,,36
PascalABC.NET,https://rosettacode.org/wiki/PascalABC.NET,,623
PASM,https://rosettacode.org/wiki/PASM,,3
PDP-11 Assembly,https://rosettacode.org/wiki/PDP-11_Assembly,,3
Pebble,https://rosettacode.org/wiki/Pebble,,7
Peloton,https://rosettacode.org/wiki/Peloton,,21
Pentium Assembly,https://rosettacode.org/wiki/Pentium_Assembly,,0
PeopleCode,https://rosettacode.org/wiki/PeopleCode,,2
PepsiScript,https://rosettacode.org/wiki/PepsiScript,,3
Peri,https://rosettacode.org/wiki/Peri,,19
Perl,https://rosettacode.org/wiki/Perl,,1617
Perl 6,https://rosettacode.org/wiki/Perl_6,,0
Perl5i,https://rosettacode.org/wiki/Perl5i,,2
Peylang,https://rosettacode.org/wiki/Peylang,,2
Phix,https://rosettacode.org/wiki/Phix,,1753
Phixmonti,https://rosettacode.org/wiki/Phixmonti,,170
PHL,https://rosettacode.org/wiki/PHL,,21
PHP,https://rosettacode.org/wiki/PHP,,505
Picat,https://rosettacode.org/wiki/Picat,,335
Pico-8,https://rosettacode.org/wiki/Pico-8,,1
PicoLisp,https://rosettacode.org/wiki/PicoLisp,,847
Pict,https://rosettacode.org/wiki/Pict,,2
Piet,https://rosettacode.org/wiki/Piet,,9
Pike,https://rosettacode.org/wiki/Pike,,163
PILOT,https://rosettacode.org/wiki/PILOT,,26
PIR,https://rosettacode.org/wiki/PIR,,5
Pixilang,https://rosettacode.org/wiki/Pixilang,,6
PL/0,https://rosettacode.org/wiki/PL/0,,25
PL/B,https://rosettacode.org/wiki/PL/B,,0
PL/I,https://rosettacode.org/wiki/PL/I,,456
PL/I-80,https://rosettacode.org/wiki/PL/I-80,,16
PL/M,https://rosettacode.org/wiki/PL/M,,180
PL/pgSQL,https://rosettacode.org/wiki/PL/pgSQL,,4
PL/SQL,https://rosettacode.org/wiki/PL/SQL,,33
Plain English,https://rosettacode.org/wiki/Plain_English,,118
PlainTeX,https://rosettacode.org/wiki/PlainTeX,,25
Plan,https://rosettacode.org/wiki/Plan,,1
PLUS,https://rosettacode.org/wiki/PLUS,,0
Pluto,https://rosettacode.org/wiki/Pluto,,951
PLZ/SYS,https://rosettacode.org/wiki/PLZ/SYS,,0
Pointless,https://rosettacode.org/wiki/Pointless,,11
Polyglot:PL/I and PL/M,https://rosettacode.org/wiki/Polyglot%3APL/I_and_PL/M,,9
Pony,https://rosettacode.org/wiki/Pony,,19
Pop11,https://rosettacode.org/wiki/Pop11,,93
Portugol,https://rosettacode.org/wiki/Portugol,,4
PostScript,https://rosettacode.org/wiki/PostScript,,92
Potion,https://rosettacode.org/wiki/Potion,,28
POV-Ray,https://rosettacode.org/wiki/POV-Ray,,10
PowerBASIC,https://rosettacode.org/wiki/PowerBASIC,,55
Powerbuilder,https://rosettacode.org/wiki/Powerbuilder,,3
PowerPC Assembly,https://rosettacode.org/wiki/PowerPC_Assembly,,1
PowerShell,https://rosettacode.org/wiki/PowerShell,,527
PPL,https://rosettacode.org/wiki/PPL,,0
Processing,https://rosettacode.org/wiki/Processing,,120
Processing Python mode,https://rosettacode.org/wiki/Processing_Python_mode,,38
Processing.R,https://rosettacode.org/wiki/Processing.R,,3
ProDOS,https://rosettacode.org/wiki/ProDOS,,19
Prog8,https://rosettacode.org/wiki/Prog8,,2
Programming Language,https://rosettacode.org/wiki/Programming_Language,,2
ProgressBASIC,https://rosettacode.org/wiki/ProgressBASIC,,7
Prolog,https://rosettacode.org/wiki/Prolog,,527
PROMAL,https://rosettacode.org/wiki/PROMAL,,9
PSQL,https://rosettacode.org/wiki/PSQL,,2
Pure,https://rosettacode.org/wiki/Pure,,18
Pure Data,https://rosettacode.org/wiki/Pure_Data,,11
PureBasic,https://rosettacode.org/wiki/PureBasic,,752
Purity,https://rosettacode.org/wiki/Purity,,4
Pyret,https://rosettacode.org/wiki/Pyret,,5
Python,https://rosettacode.org/wiki/Python,,1677
Q,https://rosettacode.org/wiki/Q,,41
Q Sharp,https://rosettacode.org/wiki/Q_Sharp,,5
QB64,https://rosettacode.org/wiki/QB64,,191
QBasic,https://rosettacode.org/wiki/QBasic,,265
Qi,https://rosettacode.org/wiki/Qi,,27
QL SuperBASIC,https://rosettacode.org/wiki/QL_SuperBASIC,,4
Qore,https://rosettacode.org/wiki/Qore,,1
Quackery,https://rosettacode.org/wiki/Quackery,,755
QuakeC,https://rosettacode.org/wiki/QuakeC,,0
QuickBASIC,https://rosettacode.org/wiki/QuickBASIC,,73
Quill,https://rosettacode.org/wiki/Quill,,2
Quite BASIC,https://rosettacode.org/wiki/Quite_BASIC,,69
Quorum,https://rosettacode.org/wiki/Quorum,,1
R,https://rosettacode.org/wiki/R,,851
Ra,https://rosettacode.org/wiki/Ra,,9
Racket,https://rosettacode.org/wiki/Racket,,1109
Raku,https://rosettacode.org/wiki/Raku,,1701
RapidQ,https://rosettacode.org/wiki/RapidQ,,49
Rapira,https://rosettacode.org/wiki/Rapira,,15
Rascal,https://rosettacode.org/wiki/Rascal,,49
RASEL,https://rosettacode.org/wiki/RASEL,,4
RATFOR,https://rosettacode.org/wiki/RATFOR,,24
Raven,https://rosettacode.org/wiki/Raven,,74
REALbasic,https://rosettacode.org/wiki/REALbasic,,26
Reason,https://rosettacode.org/wiki/Reason,,0
Rebol,https://rosettacode.org/wiki/Rebol,,302
Red,https://rosettacode.org/wiki/Red,,216
Reduce,https://rosettacode.org/wiki/Reduce,,0
Refal,https://rosettacode.org/wiki/Refal,,114
Relation,https://rosettacode.org/wiki/Relation,,25
ReScript,https://rosettacode.org/wiki/ReScript,,35
Retro,https://rosettacode.org/wiki/Retro,,104
REXX,https://rosettacode.org/wiki/REXX,,1190
Rhombus,https://rosettacode.org/wiki/Rhombus,,12
Rhope,https://rosettacode.org/wiki/Rhope,,4
Rhovas,https://rosettacode.org/wiki/Rhovas,,6
Ring,https://rosettacode.org/wiki/Ring,,852
RISC-V Assembly,https://rosettacode.org/wiki/RISC-V_Assembly,,46
RLaB,https://rosettacode.org/wiki/RLaB,,31
RLSL,https://rosettacode.org/wiki/RLSL,,0
Robotic,https://rosettacode.org/wiki/Robotic,,23
Roc,https://rosettacode.org/wiki/Roc,,2
Rockstar,https://rosettacode.org/wiki/Rockstar,,10
Rocq,https://rosettacode.org/wiki/Rocq,,12
RPG,https://rosettacode.org/wiki/RPG,,11
RPGIV,https://rosettacode.org/wiki/RPGIV,,1
RPL,https://rosettacode.org/wiki/RPL,,809
RPL/2,https://rosettacode.org/wiki/RPL/2,,2
RTL/2,https://rosettacode.org/wiki/RTL/2,,4
RTSL,https://rosettacode.org/wiki/RTSL,,0
Ruby,https://rosettacode.org/wiki/Ruby,,1251
Rubylog,https://rosettacode.org/wiki/Rubylog,,0
Run BASIC,https://rosettacode.org/wiki/Run_BASIC,,404
Rust,https://rosettacode.org/wiki/Rust,,1225
Rye,https://rosettacode.org/wiki/Rye,,60
S++,https://rosettacode.org/wiki/S%2B%2B,,0
S-BASIC,https://rosettacode.org/wiki/S-BASIC,,76
S-lang,https://rosettacode.org/wiki/S-lang,,40
Sage,https://rosettacode.org/wiki/Sage,,6
Salmon,https://rosettacode.org/wiki/Salmon,,23
SapbotVM,https://rosettacode.org/wiki/SapbotVM,,2
SAS,https://rosettacode.org/wiki/SAS,,56
SASL,https://rosettacode.org/wiki/SASL,,8
Sass/SCSS,https://rosettacode.org/wiki/Sass/SCSS,,3
Sather,https://rosettacode.org/wiki/Sather,,71
Scala,https://rosettacode.org/wiki/Scala,,985
Scheme,https://rosettacode.org/wiki/Scheme,,451
Scilab,https://rosettacode.org/wiki/Scilab,,63
Scratch,https://rosettacode.org/wiki/Scratch,,21
ScratchScript,https://rosettacode.org/wiki/ScratchScript,,5
Script Basic,https://rosettacode.org/wiki/Script_Basic,,0
Script3D,https://rosettacode.org/wiki/Script3D,,0
ScriptBasic,https://rosettacode.org/wiki/ScriptBasic,,1
Sed,https://rosettacode.org/wiki/Sed,,71
Seed7,https://rosettacode.org/wiki/Seed7,,476
Self,https://rosettacode.org/wiki/Self,,17
SenseTalk,https://rosettacode.org/wiki/SenseTalk,,110
SequenceL,https://rosettacode.org/wiki/SequenceL,,59
Set lang,https://rosettacode.org/wiki/Set_lang,,7
SETL,https://rosettacode.org/wiki/SETL,,192
Setl4,https://rosettacode.org/wiki/Setl4,,1
Shale,https://rosettacode.org/wiki/Shale,,11
SheerPower 4GL,https://rosettacode.org/wiki/SheerPower_4GL,,6
Shen,https://rosettacode.org/wiki/Shen,,23
Shiny,https://rosettacode.org/wiki/Shiny,,8
Sidef,https://rosettacode.org/wiki/Sidef,,1070
SIL,https://rosettacode.org/wiki/SIL,,9
SimpleCode,https://rosettacode.org/wiki/SimpleCode,,4
SimpleLang,https://rosettacode.org/wiki/SimpleLang,,0
SIMPOL,https://rosettacode.org/wiki/SIMPOL,,6
Simula,https://rosettacode.org/wiki/Simula,,97
Sinclair ZX81 BASIC,https://rosettacode.org/wiki/Sinclair_ZX81_BASIC,,77
Sing,https://rosettacode.org/wiki/Sing,,2
Sisal,https://rosettacode.org/wiki/Sisal,,2
Skew,https://rosettacode.org/wiki/Skew,,2
SkookumScript,https://rosettacode.org/wiki/SkookumScript,,6
Slate,https://rosettacode.org/wiki/Slate,,123
Slope,https://rosettacode.org/wiki/Slope,,28
Smalltalk,https://rosettacode.org/wiki/Smalltalk,,325
Smart BASIC,https://rosettacode.org/wiki/Smart_BASIC,,29
SMEQL,https://rosettacode.org/wiki/SMEQL,,1
SmileBASIC,https://rosettacode.org/wiki/SmileBASIC,,17
Snobol,https://rosettacode.org/wiki/Snobol,,10
SNOBOL4,https://rosettacode.org/wiki/SNOBOL4,,135
SNUSP,https://rosettacode.org/wiki/SNUSP,,24
Soar,https://rosettacode.org/wiki/Soar,,1
Soda,https://rosettacode.org/wiki/Soda,,2
SoneKing Assembly,https://rosettacode.org/wiki/SoneKing_Assembly,,1
SPAD,https://rosettacode.org/wiki/SPAD,,13
SPARC Assembly,https://rosettacode.org/wiki/SPARC_Assembly,,1
SparForte,https://rosettacode.org/wiki/SparForte,,56
SPARK,https://rosettacode.org/wiki/SPARK,,8
Sparkling,https://rosettacode.org/wiki/Sparkling,,42
Spin,https://rosettacode.org/wiki/Spin,,15
SPL,https://rosettacode.org/wiki/SPL,,50
SPSS,https://rosettacode.org/wiki/SPSS,,2
SQL,https://rosettacode.org/wiki/SQL,,90
SQL PL,https://rosettacode.org/wiki/SQL_PL,,40
Squirrel,https://rosettacode.org/wiki/Squirrel,,3
SSEM,https://rosettacode.org/wiki/SSEM,,24
Standard ML,https://rosettacode.org/wiki/Standard_ML,,309
Star,https://rosettacode.org/wiki/Star,,0
Stata,https://rosettacode.org/wiki/Stata,,219
Stax,https://rosettacode.org/wiki/Stax,,22
StreamIt,https://rosettacode.org/wiki/StreamIt,,1
Stringle,https://rosettacode.org/wiki/Stringle,,6
Suneido,https://rosettacode.org/wiki/Suneido,,19
Superbase BASIC,https://rosettacode.org/wiki/Superbase_BASIC,,0
SuperCollider,https://rosettacode.org/wiki/SuperCollider,,42
Supernova,https://rosettacode.org/wiki/Supernova,,1
SuperTalk,https://rosettacode.org/wiki/SuperTalk,,3
Swahili,https://rosettacode.org/wiki/Swahili,,3
SWI-Prolog,https://rosettacode.org/wiki/SWI-Prolog,,0
Swift,https://rosettacode.org/wiki/Swift,,646
Symsyn,https://rosettacode.org/wiki/Symsyn,,29
SystemVerilog,https://rosettacode.org/wiki/SystemVerilog,,12
TailDot,https://rosettacode.org/wiki/TailDot,,2
Tailspin,https://rosettacode.org/wiki/Tailspin,,97
TAL,https://rosettacode.org/wiki/TAL,,0
TAV,https://rosettacode.org/wiki/TAV,,49
Tbas,https://rosettacode.org/wiki/Tbas,,7
Tcl,https://rosettacode.org/wiki/Tcl,,1005
TechBASIC,https://rosettacode.org/wiki/TechBASIC,,2
Teco,https://rosettacode.org/wiki/Teco,,1
TeLa,https://rosettacode.org/wiki/TeLa,,0
Tern,https://rosettacode.org/wiki/Tern,,6
Terra,https://rosettacode.org/wiki/Terra,,1
Terraform,https://rosettacode.org/wiki/Terraform,,9
TestML,https://rosettacode.org/wiki/TestML,,1
Thistle,https://rosettacode.org/wiki/Thistle,,0
Thyrd,https://rosettacode.org/wiki/Thyrd,,1
TI BASIC,https://rosettacode.org/wiki/TI_BASIC,,0
TI SR-56,https://rosettacode.org/wiki/TI_SR-56,,9
TI-57,https://rosettacode.org/wiki/TI-57,,7
TI-83 BASIC,https://rosettacode.org/wiki/TI-83_BASIC,,116
TI-83 Hex Assembly,https://rosettacode.org/wiki/TI-83_Hex_Assembly,,4
TI-89 BASIC,https://rosettacode.org/wiki/TI-89_BASIC,,92
Tiny BASIC,https://rosettacode.org/wiki/Tiny_BASIC,,81
TIScript,https://rosettacode.org/wiki/TIScript,,5
TMG,https://rosettacode.org/wiki/TMG,,11
Tobbisk,https://rosettacode.org/wiki/Tobbisk,,0
ToffeeScript,https://rosettacode.org/wiki/ToffeeScript,,2
Toka,https://rosettacode.org/wiki/Toka,,44
TorqueScript,https://rosettacode.org/wiki/TorqueScript,,38
Tosh,https://rosettacode.org/wiki/Tosh,,3
TPP,https://rosettacode.org/wiki/TPP,,5
Transact-SQL,https://rosettacode.org/wiki/Transact-SQL,,18
Transd,https://rosettacode.org/wiki/Transd,,70
TransFORTH,https://rosettacode.org/wiki/TransFORTH,,4
Trith,https://rosettacode.org/wiki/Trith,,21
TRS-80 BASIC,https://rosettacode.org/wiki/TRS-80_BASIC,,1
True BASIC,https://rosettacode.org/wiki/True_BASIC,,271
TSE SAL,https://rosettacode.org/wiki/TSE_SAL,,17
Turbo-Basic XL,https://rosettacode.org/wiki/Turbo-Basic_XL,,2
Turing,https://rosettacode.org/wiki/Turing,,6
TUSCRIPT,https://rosettacode.org/wiki/TUSCRIPT,,152
TutorialD,https://rosettacode.org/wiki/TutorialD,,1
Twelf,https://rosettacode.org/wiki/Twelf,,1
TXR,https://rosettacode.org/wiki/TXR,,161
Typed Racket,https://rosettacode.org/wiki/Typed_Racket,,1
TypeScript,https://rosettacode.org/wiki/TypeScript,,61
UC++,https://rosettacode.org/wiki/UC%2B%2B,,0
Uiua,https://rosettacode.org/wiki/Uiua,,376
Ultimate++,https://rosettacode.org/wiki/Ultimate%2B%2B,,5
Unicon,https://rosettacode.org/wiki/Unicon,,682
Uniface,https://rosettacode.org/wiki/Uniface,,4
Unison,https://rosettacode.org/wiki/Unison,,5
UNIX Shell,https://rosettacode.org/wiki/UNIX_Shell,,364
UnixPipes,https://rosettacode.org/wiki/UnixPipes,,36
Unlambda,https://rosettacode.org/wiki/Unlambda,,11
Ursa,https://rosettacode.org/wiki/Ursa,,110
Ursala,https://rosettacode.org/wiki/Ursala,,193
Ursalang,https://rosettacode.org/wiki/Ursalang,,17
UScript,https://rosettacode.org/wiki/UScript,,0
UserRPL,https://rosettacode.org/wiki/UserRPL,,0
UTFool,https://rosettacode.org/wiki/UTFool,,9
Uxntal,https://rosettacode.org/wiki/Uxntal,,46
V,https://rosettacode.org/wiki/V,,37
V (Vlang),https://rosettacode.org/wiki/V_%28Vlang%29,,650
Vala,https://rosettacode.org/wiki/Vala,,112
Vale,https://rosettacode.org/wiki/Vale,,5
VAX Assembly,https://rosettacode.org/wiki/VAX_Assembly,,13
VB6,https://rosettacode.org/wiki/VB6,,1
VBA,https://rosettacode.org/wiki/VBA,,417
VBScript,https://rosettacode.org/wiki/VBScript,,358
Vedit macro language,https://rosettacode.org/wiki/Vedit_macro_language,,108
Verbexx,https://rosettacode.org/wiki/Verbexx,,19
Verilog,https://rosettacode.org/wiki/Verilog,,50
VHDL,https://rosettacode.org/wiki/VHDL,,13
Vim Script,https://rosettacode.org/wiki/Vim_Script,,44
Visual Basic,https://rosettacode.org/wiki/Visual_Basic,,133
Visual Basic .NET,https://rosettacode.org/wiki/Visual_Basic_.NET,,404
Visual FoxPro,https://rosettacode.org/wiki/Visual_FoxPro,,32
Visual Objects,https://rosettacode.org/wiki/Visual_Objects,,4
Visual Prolog,https://rosettacode.org/wiki/Visual_Prolog,,7
Viua VM assembly,https://rosettacode.org/wiki/Viua_VM_assembly,,2
Vorpal,https://rosettacode.org/wiki/Vorpal,,9
Vox,https://rosettacode.org/wiki/Vox,,1
VRML,https://rosettacode.org/wiki/VRML,,0
VTL-2,https://rosettacode.org/wiki/VTL-2,,39
Vyxal,https://rosettacode.org/wiki/Vyxal,,8
Waduzitdo,https://rosettacode.org/wiki/Waduzitdo,,2
Wart,https://rosettacode.org/wiki/Wart,,61
WDTE,https://rosettacode.org/wiki/WDTE,,33
WebAssembly,https://rosettacode.org/wiki/WebAssembly,,11
Wee Basic,https://rosettacode.org/wiki/Wee_Basic,,21
Whenever,https://rosettacode.org/wiki/Whenever,,4
Whitespace,https://rosettacode.org/wiki/Whitespace,,15
Wisp,https://rosettacode.org/wiki/Wisp,,5
WML,https://rosettacode.org/wiki/WML,,0
Wollok,https://rosettacode.org/wiki/Wollok,,1
Woma,https://rosettacode.org/wiki/Woma,,3
Wortel,https://rosettacode.org/wiki/Wortel,,43
Wrapl,https://rosettacode.org/wiki/Wrapl,,7
Wren,https://rosettacode.org/wiki/Wren,,1753
X-script,https://rosettacode.org/wiki/X-script,,1
X10,https://rosettacode.org/wiki/X10,,3
X86 Assembly,https://rosettacode.org/wiki/X86_Assembly,,96
X86-64 Assembly,https://rosettacode.org/wiki/X86-64_Assembly,,37
Xanadu,https://rosettacode.org/wiki/Xanadu,,1
XBase,https://rosettacode.org/wiki/XBase,,0
XBasic,https://rosettacode.org/wiki/XBasic,,126
XBS,https://rosettacode.org/wiki/XBS,,33
XEec,https://rosettacode.org/wiki/XEec,,6
XL,https://rosettacode.org/wiki/XL,,2
XLISP,https://rosettacode.org/wiki/XLISP,,69
Xojo,https://rosettacode.org/wiki/Xojo,,17
XPath 2.0,https://rosettacode.org/wiki/XPath_2.0,,2
XPL0,https://rosettacode.org/wiki/XPL0,,954
XProc,https://rosettacode.org/wiki/XProc,,2
XProfan,https://rosettacode.org/wiki/XProfan,,7
XQuery,https://rosettacode.org/wiki/XQuery,,15
XS,https://rosettacode.org/wiki/XS,,0
XSLT,https://rosettacode.org/wiki/XSLT,,41
XSLT 1.0,https://rosettacode.org/wiki/XSLT_1.0,,2
XSLT 2.0,https://rosettacode.org/wiki/XSLT_2.0,,4
XTalk,https://rosettacode.org/wiki/XTalk,,7
