language,programs_total,content_found,origin_found,any_found,unknown,coverage_content_pct,coverage_any_pct,content+origin,content_only,origin_only,not_covered,unknown_bucket
Lem,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Lemon,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lenguage,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lens,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Leo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Less,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lex,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lexon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LFE,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Liberty BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LibreOffice Basic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LIFE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LIGO,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LIL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lily,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LilyPond,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Limbo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Limn,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LINC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Linda,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Linden Scripting Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lingo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lingua Franca,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Links,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Linoleum,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Linotte,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Liquid,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Liquidity,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Liquidsoap,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lisaac,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lisp,1,0,0,0,0,0.0,0.0,0,0,0,1,0
LISP 1.5,1,0,1,1,0,0.0,100.0,0,0,1,0,0
LISP 2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lisp Machine Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LISP/360,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LispWorks,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Liszt,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lite-C,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lithe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Little b,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Little Man Computer,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Little Smalltalk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LiveCode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LiveScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LLVM IR,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lobster,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Locomotive BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Logica,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Loglan,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Logo,1,0,0,0,0,0.0,0.0,0,0,0,1,0
LogQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Logtalk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lola,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lola-2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LOLCODE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lolli,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lolly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LOOP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LOTOS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LotusScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lout,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lox,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LPC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LRLTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LSE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LSL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lua,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LuaJIT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Luau,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lucee,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lucid,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lucid Synchrone,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lucifer,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Luerl,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Lumen,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Luna,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lurk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lush,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lustre,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lux,1,0,0,0,1,0.0,0.0,0,0,0,0,1
LYaPAS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Lygon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Lys,1,0,0,0,1,0.0,0.0,0,0,0,0,1
M,1,0,0,0,1,0.0,0.0,0,0,0,0,1
M2000,1,0,0,0,1,0.0,0.0,0,0,0,0,1
m4,1,0,0,0,0,0.0,0.0,0,0,0,1,0
M68k Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Macaulay2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACLISP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACRO-10,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACRO-11,1,0,1,1,0,0.0,100.0,0,0,1,0,0
MACRO-20,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACRO-32,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACRO-8,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MACSYMA,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAD,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MADCAP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAGIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Magik,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Magma,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Magpie,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAINSAIL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Makam,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Make,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mako,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Malbolge,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Malbolge Unshackled,1,1,0,1,0,100.0,100.0,0,1,0,0,0
Malloy,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Manchester Autocode,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MANIAC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MANOOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Manticore,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MANTIS,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MapBasic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Maple,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAPPER,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mare,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MARIE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mark I Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mark II Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mark III Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MARK-IV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Marko,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Marlowe,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Maru,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mary,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MASM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mason,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mata,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MATH-MATIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mathematica,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MATHLAB,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MATHLAB 68,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Matita,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MATL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MATLAB,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Maude,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAWK,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Max,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Maxima,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MAXScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MBASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
mCRL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
mCRL2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MDL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MDX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mecrisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MegaZeux,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MEL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Meld,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Melody,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MENTOR,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mercury,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mercury Autocode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Merd,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mermaid,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mesa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Meson,1,0,0,0,1,0.0,0.0,0,0,0,0,1
META II,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Metafont,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Metal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Metal Shading Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Metamath,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MetaOCaml,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MetaPost,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mezzo,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Michelson,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Micro-Prolog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Microplanner,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MicroPython,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MIDAS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Miden,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Migen,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Miller,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Millet,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MIMIC,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Min,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mindcode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MiniD,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MiniJava,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MiniKanren,1,0,0,0,1,0.0,0.0,0,0,0,0,1
miniMAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Minimal BASIC,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Minion,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MiniScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MiniZinc,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Minlog,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MINOL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mint,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MIPS Assembly,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Mirah,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Miranda,1,0,0,0,0,0.0,0.0,0,0,0,1,0
mIRC Scripting Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mirth,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MIT Scheme,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mitrion-C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Miva Script,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MIX,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MIXAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mizar,1,0,0,0,1,0.0,0.0,0,0,0,0,1
mksh,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ML/1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ML/370,1,0,0,0,0,0.0,0.0,0,0,0,1,0
ML/I,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ML5,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mlatu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MLIR,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mlog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MLton,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MMIX,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MMIXAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mobl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mochi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Model 204,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Modelica,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MODSIM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Modula,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Modula-1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Modula-2,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Modula-3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mojo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Moksha,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mond,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monicelli,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monkey,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monkey C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monkey X,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monkey2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Monte,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MOO,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MoonBit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MoonScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Morfa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Morte,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mortran,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Moscow ML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mosel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Motoko,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Mouse,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Move,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mozart,1,0,0,0,0,0.0,0.0,0,0,0,1,0
MQL4,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MQL5,1,0,0,0,1,0.0,0.0,0,0,0,0,1
mruby,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MSP430 Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MSWLogo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MSX-BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Muddle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MUF,1,0,0,0,1,0.0,0.0,0,0,0,0,1
muLISP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MultiLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MUMPS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mun,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Muon,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MuPAD,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Murex,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Murphi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MUSE,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MUSHcode,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Music V,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mustache,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MXML,1,0,0,0,1,0.0,0.0,0,0,0,0,1
MyHDL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Myrddin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Mythryl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
N1QL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nadeshiko,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Napier,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Napier88,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NARS2000,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Narya,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nasal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NASL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nasm,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NASTRAN,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NAT,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NATJ,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NATURAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nawk,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Neat,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Neko,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NELIAC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nelua,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nemerle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
nesC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nesl,1,0,0,0,0,0.0,0.0,0,0,0,1,0
NetLogo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NetRexx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Neut,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Never,1,0,0,0,1,0.0,0.0,0,0,0,0,1
newLISP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NEWP,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Newspeak,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Newsqueak,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NewtonScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nextflow,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nial,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nice,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nickel,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Nickle,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NIL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nile,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nim,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nimble,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nimrod,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nit,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nock,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Noir,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NOMAD,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Noop,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Not Quite C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Notation3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Noulith,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nova Assembly,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Novah,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Noweb,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NQC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NQP,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nroff,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NSBasic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NSIS,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nu,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nu-Prolog,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Numbat,1,0,1,1,0,0.0,100.0,0,0,1,0,0
Nunjucks,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Nuprl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nushell,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NuSMV,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NWScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
NXC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nymph,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Nyquist,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oak,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oaklisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oberon,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Oberon+,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oberon-0,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oberon-07,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Oberon-1,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oberon-2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oberon-A,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Obix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OBJ,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OBJ2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OBJ3,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Objeck,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Object Pascal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Object-Z,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Objective-C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Objective-C++,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Objective-J,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ObjectLogo,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oblig,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Obliq,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oblivion Script,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oblix,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oblog,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Oblong,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Obsidian,1,0,0,0,0,0.0,0.0,0,0,0,1,0
OCaml,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Occam,1,0,0,0,1,0.0,0.0,0,0,0,0,1
occam-2,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Occam-pi,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Octave,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Odin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ohm,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oil,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Omega,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OMeta,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Omgrofl,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OmniMark,1,0,0,0,0,0.0,0.0,0,0,0,1,0
OMNITAB,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Onyx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ooc,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ook!,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ooRexx,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Opa,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Opal,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Open Shading Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenACC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenAxiom,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenCL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenEdge ABL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenGL Shading Language,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenLisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenQASM,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenSCAD,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenScript,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OpenVera,1,0,0,0,0,0.0,0.0,0,0,0,1,0
OPL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OPS5,1,0,0,0,0,0.0,0.0,0,0,0,1,0
OpShin,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OptimJ,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OQL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Orc,1,0,0,0,0,0.0,0.0,0,0,0,1,0
Orca,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ORCA/C,1,0,0,0,1,0.0,0.0,0,0,0,0,1
ORCA/M,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oric BASIC,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oriel,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Orwell,1,0,0,0,1,0.0,0.0,0,0,0,0,1
OVAL,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Overtone,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Owl Lisp,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Ox,1,0,0,0,1,0.0,0.0,0,0,0,0,1
Oxygen Basic,1,0,0,0,1,0.0,0.0,0,0,0,0,1
