pl_id,field,value,source,evidence
pl/coffeescript,designed_by,same,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,designed_by,Jeremy Ashkenas,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,first_appeared,2009,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,JavaScript,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,Perl,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,Python,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,Ruby,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,influenced_by,YAML,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,license,MIT,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,implementation_languages,CoffeeScript,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/coffeescript,homepage,https://coffeescript.org/,wikipedia,https://en.wikipedia.org/wiki/CoffeeScript
pl/collada,designed_by,Sony Computer Entertainment,wikipedia,https://en.wikipedia.org/wiki/COLLADA
pl/collada,designed_by,Khronos Group,wikipedia,https://en.wikipedia.org/wiki/COLLADA
pl/collada,first_appeared,2004,wikipedia,https://en.wikipedia.org/wiki/COLLADA
pl/collada,homepage,https://khronos.org/collada,wikipedia,https://en.wikipedia.org/wiki/COLLADA
pl/colorforth,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,paradigms,stack-oriented,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,typing,typeless,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,designed_by,Charles H. Moore,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,first_appeared,1990s,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,influenced_by,Forth,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,license,Public domain,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/colorforth,homepage,https://colorforth.github.io/,wikipedia,https://en.wikipedia.org/wiki/ColorForth
pl/comal,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,typing,strong,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,designed_by,Børge R. Christensen,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,designed_by,Benedict Løfstedt,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,first_appeared,1975,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,influenced_by,BASIC,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comal,influenced_by,Pascal,wikipedia,https://en.wikipedia.org/wiki/COMAL
pl/comit,designed_by,Victor Yngve,wikipedia,https://en.wikipedia.org/wiki/COMIT
pl/comit,first_appeared,1957,wikipedia,https://en.wikipedia.org/wiki/COMIT
pl/commodore-basic,designed_by,Microsoft,wikipedia,https://en.wikipedia.org/wiki/Commodore_BASIC
pl/commodore-basic,first_appeared,1977,wikipedia,https://en.wikipedia.org/wiki/Commodore_BASIC
pl/commodore-basic,implementation_languages,Assembly (6502),wikipedia,https://en.wikipedia.org/wiki/Commodore_BASIC
pl/common-lisp,paradigms,multi-paradigm: functional,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,paradigms,meta,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,typing,"dynamic, strong",wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,designed_by,Steve Russell,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,designed_by,Timothy P. Hart,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,designed_by,Mike Levin,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,designed_by,John McCarthy,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,first_appeared,1960,wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-lisp,influenced_by,Information Processing Language (IPL),wikipedia,https://en.wikipedia.org/wiki/Lisp_(programming_language)
pl/common-workflow-language,license,Apache 2.0,wikipedia,https://en.wikipedia.org/wiki/Common_Workflow_Language
pl/common-workflow-language,homepage,http://commonwl.org,wikipedia,https://en.wikipedia.org/wiki/Common_Workflow_Language
pl/component-pascal,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,paradigms,modular,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,paradigms,object-oriented,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,typing,"strong, static",wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,designed_by,Oberon microsystems,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,first_appeared,1997,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,influenced_by,Pascal,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,influenced_by,Oberon,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,influenced_by,Oberon-2,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/component-pascal,homepage,http://blackboxframework.org,wikipedia,https://en.wikipedia.org/wiki/Component_Pascal
pl/comtran,designed_by,Bob Bemer,wikipedia,https://en.wikipedia.org/wiki/COMTRAN
pl/comtran,first_appeared,1957,wikipedia,https://en.wikipedia.org/wiki/COMTRAN
pl/comtran,influenced_by,FLOW-MATIC,wikipedia,https://en.wikipedia.org/wiki/COMTRAN
pl/concurrent-haskell,designed_by,The Glasgow Haskell Team,wikipedia,https://en.wikipedia.org/wiki/Concurrent_Haskell
pl/concurrent-haskell,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/Concurrent_Haskell
pl/concurrent-haskell,license,BSD 3-clause (new),wikipedia,https://en.wikipedia.org/wiki/Concurrent_Haskell
pl/concurrent-haskell,homepage,http://downloads.haskell.org/ghc/8.10.3/docs/html/users_guide/parallel.html,wikipedia,https://en.wikipedia.org/wiki/Concurrent_Haskell
pl/coq,designed_by,INRIA,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,designed_by,École Polytechnique,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,designed_by,University of Paris-Sud,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,designed_by,Paris Diderot University,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,designed_by,CNRS,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,designed_by,ENS Lyon,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,first_appeared,1989,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,license,LGPLv2.1,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coq,homepage,https://rocq-prover.org,wikipedia,https://en.wikipedia.org/wiki/Rocq
pl/coral,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,typing,"static, strong",wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,designed_by,Royal Radar Establishment,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,designed_by,Philip Woodward,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,designed_by,I. F. Currie,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,designed_by,M. Griffiths,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,first_appeared,1964,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,influenced_by,ALGOL,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,influenced_by,JOVIAL,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,influenced_by,Fortran,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/coral,implementation_languages,BCPL,wikipedia,https://en.wikipedia.org/wiki/CORAL
pl/corvision,designed_by,Cortex,wikipedia,https://en.wikipedia.org/wiki/CorVision
pl/corvision,first_appeared,1986,wikipedia,https://en.wikipedia.org/wiki/CorVision
pl/corvision,influenced_by,Inform,wikipedia,https://en.wikipedia.org/wiki/CorVision
pl/cowsel,paradigms,multi-paradigm: structured,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,paradigms,procedural,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,typing,dynamic,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,designed_by,University of Leeds,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,designed_by,Bradford Institute of Technology,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,designed_by,University of Edinburgh,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,designed_by,Robin Popplestone,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,designed_by,Rod Burstall,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,first_appeared,1964,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,influenced_by,CPL,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,license,Proprietary,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cowsel,implementation_languages,assembly,wikipedia,https://en.wikipedia.org/wiki/COWSEL
pl/cpl,paradigms,multi-paradigm: procedural,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,paradigms,structured,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,designed_by,Christopher Strachey et al,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,first_appeared,1963,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpl,influenced_by,ALGOL 60,wikipedia,https://en.wikipedia.org/wiki/CPL_(programming_language)
pl/cpp-3,paradigms,multi-paradigm: procedural,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,object-oriented,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,generic,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,modular,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,paradigms,design by contract,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,typing,"static, strong, nominative, partially inferred",wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,designed_by,ISO/IEC JTC 1 (Joint Technical Committee 1) / SC 22 (Subcommittee 22) / WG 21 (Working Group 21),wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,designed_by,Bjarne Stroustrup,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,first_appeared,1985,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,Ada,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,ALGOL 68,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,BCPL,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,CLU,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,F#,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,ML,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,Mesa,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,Modula-2,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,Simula,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,influenced_by,Smalltalk,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cpp-3,homepage,https://isocpp.org/,wikipedia,https://en.wikipedia.org/wiki/C%2B%2B
pl/cry,designed_by,Galois,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,designed_by,Inc,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,first_appeared,1980,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,license,BSD 3-clause,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,implementation_languages,Haskell,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,implementation_languages,Python,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cry,homepage,http://www.cryptol.net,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,designed_by,Galois,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,designed_by,Inc,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,first_appeared,1980,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,license,BSD 3-clause,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,implementation_languages,Haskell,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,implementation_languages,Python,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/cryptol,homepage,http://www.cryptol.net,wikipedia,https://en.wikipedia.org/wiki/Cryptol
pl/crystal,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,paradigms,concurrent,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,typing,"static, inferred, nominal, duck",wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,designed_by,Manas Technology Solutions,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,designed_by,Ary Borenszweig,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,designed_by,Juan Wajnerman,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,designed_by,Brian Cardiff,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,first_appeared,2014,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,influenced_by,Ruby,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,influenced_by,Go,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,license,Apache License 2.0,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,implementation_languages,Crystal,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal,homepage,https://crystal-lang.org/,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,paradigms,concurrent,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,typing,"static, inferred, nominal, duck",wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,designed_by,Manas Technology Solutions,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,designed_by,Ary Borenszweig,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,designed_by,Juan Wajnerman,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,designed_by,Brian Cardiff,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,first_appeared,2014,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,influenced_by,Ruby,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,influenced_by,Go,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,license,Apache License 2.0,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,implementation_languages,Crystal,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/crystal-programming-language,homepage,https://crystal-lang.org/,wikipedia,https://en.wikipedia.org/wiki/Crystal_(programming_language)
pl/csharp-2,paradigms,multi-paradigm: structured,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,imperative,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,object-oriented,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,event-driven,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,task-driven,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,generic,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,reflective,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,paradigms,concurrent,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,typing,"static, dynamic, strong, safe, nominative, partly inferred",wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,designed_by,Mads Torgersen (Microsoft),wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,designed_by,Anders Hejlsberg (Microsoft),wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,first_appeared,2000,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,C++,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Cω,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Eiffel,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,F#,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Scala,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Icon,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,J#,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,J++,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Java,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,JavaScript,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,ML,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Modula-3,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Object Pascal,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,influenced_by,Visual Basic (VB),wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,license,Roslyn compiler: MIT/X11,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csharp-2,homepage,https://learn.microsoft.com/en-us/dotnet/csharp/,wikipedia,https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
pl/csound,designed_by,John Fitch,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/csound,designed_by,Steven Yi,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/csound,designed_by,Victor Lazzarini,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/csound,first_appeared,1986,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/csound,license,LGPL 2.1 or later,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/csound,homepage,http://csound.com,wikipedia,https://en.wikipedia.org/wiki/Csound
pl/css,designed_by,World Wide Web Consortium (W3C),wikipedia,https://en.wikipedia.org/wiki/CSS
pl/css,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/CSS
pl/css,homepage,https://w3.org/TR/CSS/#css,wikipedia,https://en.wikipedia.org/wiki/CSS
pl/css-script,designed_by,World Wide Web Consortium (W3C),wikipedia,https://en.wikipedia.org/wiki/CSS
pl/css-script,first_appeared,1996,wikipedia,https://en.wikipedia.org/wiki/CSS
pl/css-script,homepage,https://w3.org/TR/CSS/#css,wikipedia,https://en.wikipedia.org/wiki/CSS
pl/cuneiform,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,paradigms,scientific workflow,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,typing,"static, simple types",wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,designed_by,Jörgen Brandt,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,first_appeared,2013,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,influenced_by,Swift (parallel scripting language),wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,license,Apache License 2.0,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,implementation_languages,Erlang,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform,homepage,http://cuneiform-lang.org/,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,paradigms,scientific workflow,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,typing,"static, simple types",wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,designed_by,Jörgen Brandt,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,first_appeared,2013,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,influenced_by,Swift (parallel scripting language),wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,license,Apache License 2.0,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,implementation_languages,Erlang,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/cuneiform-programming-language,homepage,http://cuneiform-lang.org/,wikipedia,https://en.wikipedia.org/wiki/Cuneiform_(programming_language)
pl/curl,paradigms,multi-paradigm: object-oriented,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,paradigms,markup,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,typing,strong,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,Curl,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,Inc,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,Sumisho Computer Systems Corp,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,SCSK Corporation,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,Steve Ward,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,designed_by,MIT,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,first_appeared,1998,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,influenced_by,HTML,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,influenced_by,JavaScript,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,influenced_by,Lisp,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,license,Curl license www.curl.com/products/license/,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curl,homepage,https://www.curl.com,wikipedia,https://en.wikipedia.org/wiki/Curl_(programming_language)
pl/curry,paradigms,functional,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,paradigms,logic,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,paradigms,non-strict,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,paradigms,modular,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,typing,"static, strong, inferred",wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,designed_by,Kiel University LMU Munich University of Münster Portland State University Complutense University of Madrid Technical University of Madrid,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,designed_by,Michael Hanus,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,designed_by,Sergio Antoy,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,designed_by,et al,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,first_appeared,1995,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,influenced_by,Haskell,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,influenced_by,Prolog,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,license,BSD 3-clause,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/curry,homepage,http://www.curry-lang.org,wikipedia,https://en.wikipedia.org/wiki/Curry_(programming_language)
pl/cyclone,designed_by,Cornell University,wikipedia,https://en.wikipedia.org/wiki/Cyclone_(programming_language)
pl/cyclone,designed_by,AT&T Labs,wikipedia,https://en.wikipedia.org/wiki/Cyclone_(programming_language)
pl/cyclone,first_appeared,2002,wikipedia,https://en.wikipedia.org/wiki/Cyclone_(programming_language)
pl/cyclone,influenced_by,C,wikipedia,https://en.wikipedia.org/wiki/Cyclone_(programming_language)
