pl_id,alias,source
pl/renderscript,rs,pygments
pl/renpy-2,Ren'Py,hyperpolyglot
pl/resource,resourcebundle,pygments
pl/rest,restructuredtext,pygments
pl/rest,rst,pygments
pl/restructuredtext,rst,pygments
pl/restructuredtext,rest,pygments
pl/retina,Retina 0.8.2,repo
pl/retina,Retina 1,repo
pl/rev,RevBayes language,repo
pl/rexx,arexx,pygments
pl/rez,Rez Language,repo
pl/rhtml,html+erb,pygments
pl/rhtml,html+ruby,pygments
pl/robotc,Robotic,rosettacode
pl/rocq-prover,coq,pygments
pl/rocq-prover,Coq,hyperpolyglot
pl/rocq-prover,Rocq,rosettacode
pl/roff,groff,pygments
pl/roff,nroff,pygments
pl/roff,man,pygments
pl/roff-manpage,groff,pygments
pl/roff-manpage,nroff,pygments
pl/roff-manpage,man,pygments
pl/rpgle,RPG IV,repo
pl/rpgle,RPG/ILE,repo
pl/rpm-spec,spec,pygments
pl/rs,rust,pygments
pl/ruby,rb,pygments
pl/ruby,duby,pygments
pl/rust,rs,pygments
pl/s,splus,pygments
pl/s,r,pygments
pl/sage,python,pygments
pl/sage,py,pygments
pl/sage,python3,pygments
pl/sage,py3,pygments
pl/sage,bazel,pygments
pl/sage,starlark,pygments
pl/sage,pyi,pygments
pl/salt,yaml+jinja,pygments
pl/salt,sls,pygments
pl/saltstack,yaml+jinja,pygments
pl/saltstack,salt,pygments
pl/saltstack,sls,pygments
pl/scala-programming-language,scala,pygments
pl/scala-programming-language,Scala,hyperpolyglot
pl/scheme,scm,pygments
pl/scm,scheme,pygments
pl/sed,gsed,pygments
pl/sed,ssed,pygments
pl/self-programming-language,Self,hyperpolyglot
pl/setlang,Set lang,rosettacode
pl/sh,bash,pygments
pl/sh,ksh,pygments
pl/sh,zsh,pygments
pl/sh,shell,pygments
pl/sh,openrc,pygments
pl/sheerpower4gl,SheerPower 4GL,rosettacode
pl/shell,bash,pygments
pl/shell,sh,pygments
pl/shell,ksh,pygments
pl/shell,zsh,pygments
pl/shell,openrc,pygments
pl/shell,sh,repo
pl/shell,POSIX shell,repo
pl/shell,Unix shell,repo
pl/shell,Bourne shell,repo
pl/shellsession,console,pygments
pl/shellsession,shell-session,pygments
pl/shex,shexc,pygments
pl/slint,SixtyFPS,repo
pl/smalltalk,squeak,pygments
pl/smalltalk,st,pygments
pl/sml,Standard ML,repo
pl/sml,ML,repo
pl/snobol5,SNOBOL 5,repo
pl/snusp,Modular SNUSP,repo
pl/soong,androidbp,pygments
pl/soong,bp,pygments
pl/sourcepawn,pov,pygments
pl/spice,spicelang,pygments
pl/spline-font-database,Spline Font Database,hyperpolyglot
pl/spline-font-database,Spline Font Database,linguist
pl/sqf,Status Quo Function,repo
pl/sqlpl,tsql,pygments
pl/sqlpl,t-sql,pygments
pl/squeak,smalltalk,pygments
pl/squeak,st,pygments
pl/squidconf,squid.conf,pygments
pl/squidconf,squid,pygments
pl/squirrel-programming-language,Squirrel,hyperpolyglot
pl/srecode-template,SRecode Template,hyperpolyglot
pl/srecode-template,SRecode Template,linguist
pl/standard-ml,sml,pygments
pl/standard-ml,Standard ML,hyperpolyglot
pl/standard-ml,Standard ML,rosettacode
pl/standard-ml,Standard ML,linguist
pl/starlark,python,pygments
pl/starlark,py,pygments
pl/starlark,sage,pygments
pl/starlark,python3,pygments
pl/starlark,py3,pygments
pl/starlark,bazel,pygments
pl/starlark,pyi,pygments
pl/stata,do,pygments
pl/stringtemplate,smalltalk,pygments
pl/stringtemplate,squeak,pygments
pl/stringtemplate,st,pygments
pl/subrip-text,SubRip Text,hyperpolyglot
pl/subrip-text,SubRip Text,linguist
pl/supercollider,sc,pygments
pl/sway,Sway Language,repo
pl/sway,FuelLang,repo
pl/swift-programming-language,swift,pygments
pl/swift-programming-language,Swift,hyperpolyglot
pl/swig,Simplified Wrapper and Interface Generator,repo
pl/systemverilog,sv,pygments
pl/tal,uxntal,pygments
pl/tcsh,csh,pygments
pl/tea-programming-language,tea,pygments
pl/tea-programming-language,Tea,hyperpolyglot
pl/tex,latex,pygments
pl/tex,LaTeX,rosettacode
pl/texinfo,GNU Texinfo,repo
pl/texinfo,makeinfo,repo
pl/tf,terraform,pygments
pl/tf,hcl,pygments
pl/tibang,ti,pygments
pl/tibang,thingsdb,pygments
pl/tl-verilog,Transaction-Level Verilog,repo
pl/tl-verilog,TLV,repo
pl/tree-meta,TreeMeta,repo
pl/tree-sitter-query,scheme,pygments
pl/tree-sitter-query,scm,pygments
pl/ts,typescript,pygments
pl/ts,TypeScript,hyperpolyglot
pl/tsql,t-sql,pygments
pl/ttcn-3,Testing and Test Control Notation Version 3,repo
pl/ttcn-3,TTCN3,repo
pl/ttml,Timed Text Markup Language,repo
pl/ttml,W3C TTML,repo
pl/turbo-basic-xl,Turbo-Basic XL,rosettacode
pl/turing-script,Turing,hyperpolyglot
pl/tutorial-d,TutorialD,rosettacode
pl/tweak,Tweak programming environment,repo
pl/type-language,Type Language,hyperpolyglot
pl/type-language,Type Language,linguist
pl/typescript,ts,pygments
pl/typespec,Cadl,repo
pl/unified-parallel-c,Unified Parallel C,hyperpolyglot
pl/unified-parallel-c,Unified Parallel C,linguist
pl/unity3d-asset,mask,pygments
pl/unity3d-asset,Unity3D Asset,hyperpolyglot
pl/unity3d-asset,Unity3D Asset,linguist
pl/unix-assembly,miniscript,pygments
pl/unix-assembly,ms,pygments
pl/usd,usda,pygments
pl/uxntal,tal,pygments
pl/uxntal,Tal,repo
pl/v,verilog,pygments
pl/v-programming-language,verilog,pygments
pl/v-programming-language,v,pygments
pl/v-programming-language,V,hyperpolyglot
pl/v-programming-language,Vlang,repo
pl/v-programming-language,V,repo
pl/vala,vapi,pygments
pl/vala-programming-language,vala,pygments
pl/vala-programming-language,vapi,pygments
pl/vala-programming-language,Vala,hyperpolyglot
pl/varaq,varaq,repo
pl/vba,vb.net,pygments
pl/vba,vbnet,pygments
pl/vba,lobas,pygments
pl/vba,oobas,pygments
pl/vba,sobas,pygments
pl/vba,visual-basic,pygments
pl/vba,visualbasic,pygments
pl/velocity-template-language,velocity,pygments
pl/verilog,v,pygments
pl/vim-help-file,text,pygments
pl/vim-script,vim,pygments
pl/vim-script,Vim script,hyperpolyglot
pl/vim-script,Vim Script,rosettacode
pl/vim-script,Vim Script,linguist
pl/visual-basic-net,vb.net,pygments
pl/visual-basic-net,vbnet,pygments
pl/visual-basic-net,lobas,pygments
pl/visual-basic-net,oobas,pygments
pl/visual-basic-net,sobas,pygments
pl/visual-basic-net,visual-basic,pygments
pl/visual-basic-net,visualbasic,pygments
pl/visual-basic-net,VB.NET,repo
pl/visual-basic-net,VB,repo
pl/visual-basic-6-0,vb.net,pygments
pl/visual-basic-6-0,vbnet,pygments
pl/visual-basic-6-0,lobas,pygments
pl/visual-basic-6-0,oobas,pygments
pl/visual-basic-6-0,sobas,pygments
pl/visual-basic-6-0,visual-basic,pygments
pl/visual-basic-6-0,visualbasic,pygments
pl/visual-basic-6-0,VB6,rosettacode
pl/visual-basic,vb.net,pygments
pl/visual-basic,vbnet,pygments
pl/visual-basic,lobas,pygments
pl/visual-basic,oobas,pygments
pl/visual-basic,sobas,pygments
pl/visual-basic,visualbasic,pygments
pl/visual-foxpro,Visual FoxPro,rosettacode
pl/visual-objects,Visual Objects,rosettacode
pl/visual-prolog,Visual Prolog,rosettacode
pl/vvvv,v4,repo
pl/wast,wat,pygments
pl/wavefront-material,Wavefront Material,hyperpolyglot
pl/wavefront-material,Wavefront Material,linguist
pl/wavefront-object,Wavefront Object,hyperpolyglot
pl/wavefront-object,Wavefront Object,linguist
pl/webassembly,wast,pygments
pl/webassembly,wat,pygments
pl/webassembly,Wasm,repo
pl/webassembly,WAT,repo
pl/webidl,Web IDL,repo
pl/webidl,Web Interface Definition Language,repo
pl/weebasic,Wee Basic,rosettacode
pl/whopper,Hopper,rosettacode
pl/wikitext,mediawiki,pygments
pl/wikitext,MediaWiki,hyperpolyglot
pl/win32-message-file,mason,pygments
pl/winbatch,batch,pygments
pl/winbatch,bat,pygments
pl/winbatch,dosbatch,pygments
pl/windows-registry-entries,registry,pygments
pl/windows-registry-entries,Windows Registry Entries,hyperpolyglot
pl/windows-registry-entries,Windows Registry Entries,linguist
pl/wolfram,mathematica,pygments
pl/wolfram,mma,pygments
pl/wolfram,nb,pygments
pl/wolfram,Mathematica,hyperpolyglot
pl/wolfram-language,mathematica,pygments
pl/wolfram-language,mma,pygments
pl/wolfram-language,nb,pygments
pl/wolfram-language,Mathematica,hyperpolyglot
pl/wolfram-language,Mathematica,rosettacode
pl/wolfram-language,Mathematica,repo
pl/wolfram-language,WL,repo
pl/world-of-warcraft-addon-data,wowtoc,pygments
pl/world-of-warcraft-addon-data,World of Warcraft Addon Data,hyperpolyglot
pl/world-of-warcraft-addon-data,World of Warcraft Addon Data,linguist
pl/xpp,xpp,pygments
pl/x-bitmap,X BitMap,hyperpolyglot
pl/x-bitmap,X BitMap,linguist
pl/x-font-directory-index,X Font Directory Index,hyperpolyglot
pl/x-font-directory-index,X Font Directory Index,linguist
pl/x-pixmap,promela,pygments
pl/x-pixmap,X PixMap,hyperpolyglot
pl/x-pixmap,X PixMap,linguist
pl/x10,xten,pygments
pl/xbase,foxpro,pygments
pl/xbase,vfp,pygments
pl/xbase,clipper,pygments
pl/xproc,xslt,pygments
pl/xql,xquery,pygments
pl/xql,xqy,pygments
pl/xql,xq,pygments
pl/xql,xqm,pygments
pl/xquery,xqy,pygments
pl/xquery,xq,pygments
pl/xquery,xql,pygments
pl/xquery,xqm,pygments
pl/yaml,YAML Ain't Markup Language,repo
pl/yara,yar,pygments
pl/zeek,bro,pygments
pl/zig-programming-language,zig,pygments
pl/zig-programming-language,Zig,hyperpolyglot
pl/attribute-relation-file-format,ARFF,repo
pl/attribute-relation-file-format,ARFF,repo
pl/portable-game-notation,PGN,repo
pl/portable-game-notation,PGN,repo
pl/php,PHP programming language,wikidata
pl/php,PHP Hypertext Preprocessor,wikidata
pl/java,java programming language,wikidata
pl/xml,eXtensible Markup Language,wikidata
pl/xml,Extensible Markup Language,wikidata
pl/csharp,Microsoft Java,wikidata
pl/tcl,Tool Command Language,wikidata
pl/latex,latex-project.org,wikidata
pl/latex,The LaTeX Project,wikidata
pl/latex,LᴬTᴇX,wikidata
pl/vbscript,VBS,wikidata
pl/vbscript,VBScript Programming,wikidata
pl/vbscript,Microsoft Visual Basic Scripting Edition,wikidata
pl/c,C programming language,wikidata
pl/python,Python programming language,wikidata
pl/python,Python language,wikidata
pl/python,Python (language),wikidata
pl/python,Python computer language,wikidata
pl/python,Python Programming Language,wikidata
pl/python,Python (scripting language),wikidata
pl/python,Python (lang),wikidata
pl/python,Python (programming),wikidata
pl/python,Python (computer language),wikidata
pl/python,Python (software),wikidata
pl/python,Python (Programming Language),wikidata
pl/python,Python (computing),wikidata
pl/python,Python.org,wikidata
pl/xslt,XSL Transformations,wikidata
pl/xslt,Extensible Stylesheet Language Transformations,wikidata
pl/haskell,Haskell programming language,wikidata
pl/haskell,hs,wikidata
pl/go,Go programming language,wikidata
pl/perl,Practical Extraction and Reporting Language,wikidata
pl/perl,Perl/CGI,wikidata
pl/perl,Pearl,wikidata
pl/basic,Symbolic Instruction Code,wikidata
pl/basic,BASIC programming language,wikidata
pl/basic,Beginners’ All-purpose Symbolic Instruction Code,wikidata
pl/rss,RDF Site Summary,wikidata
pl/rss,Really Simple Syndication,wikidata
pl/rss,Really simple syndication,wikidata
pl/rss,.rss,wikidata
pl/rss,Rich Site Summary,wikidata
pl/rss,jj,wikidata
pl/css,Cascading Style Sheet,wikidata
pl/sql,Structural Query Language,wikidata
pl/b4x,VB.NET,wikidata
pl/b4x,Visual Basic .NET,wikidata
pl/pascal,Pascal-XSC,wikidata
pl/ceylon,Eclipse Ceylon,wikidata
pl/cobol,Common Business-Oriented Language,wikidata
pl/ruby,Ruby language,wikidata
pl/ruby,Ruby programming language,wikidata
pl/ruby,rb,wikidata
pl/prolog,Programming in Logic,wikidata
pl/asm,assembly,wikidata
pl/asm,assembly code,wikidata
pl/asm,assembler language,wikidata
pl/matlab,Matrix Laboratory,wikidata
pl/scheme,Scheme (programming language),wikidata
pl/objective-c,Obj-C programming language,wikidata
pl/objective-c,Objc,wikidata
pl/objective-c,Objective-C (programming language),wikidata
pl/objective-c,Objective-C programming language,wikidata
pl/objective-c,Objective C programming language,wikidata
pl/freebasic,fbc,wikidata
pl/mercury,Mercury programming language,wikidata
pl/lua,Lua language,wikidata
pl/sgml,ISO 8879,wikidata
pl/postscript,05 3C OC OF CC 24 15 A9 2570 C5 B6 OC EC 90 02 F7 16 33 1B 4E 69 3F B7 DA 2B 69 79 E0 B9 5F 88 50,wikidata
pl/brainfuck,Brainf***,wikidata
pl/brainfuck,Brainf*ck,wikidata
pl/brainfuck,brainfsck,wikidata
pl/brainfuck,brainf**k,wikidata
pl/brainfuck,branflakes,wikidata
pl/brainfuck,BF,wikidata
pl/brainfuck,b****fuck,wikidata
pl/brainfuck,BrainF***,wikidata
pl/scratch,scratch.mit.edu,wikidata
pl/yaml,YAML Ain't Markup Language,wikidata
pl/yaml,Yet Another Markup Language,wikidata
pl/yaml,.yaml,wikidata
pl/yaml,.yml,wikidata
pl/ampl,AMPL programming language,wikidata
pl/ampl,A Mathematical Programming Language,wikidata
pl/d,Dlang,wikidata
pl/d,D programming language,wikidata
pl/d,D language,wikidata
pl/asp,ASP.Net,wikidata
pl/asp,Classic ASP,wikidata
pl/j,J Language,wikidata
pl/j,J Programming Language,wikidata
pl/dart,ECMA-408,wikidata
pl/dart,Google Dart,wikidata
pl/scala,Scala programming language,wikidata
pl/rust,Rust language,wikidata
pl/rust,Rust programming language,wikidata
pl/f-sharp,FSharp,wikidata
pl/f-sharp,F Sharp,wikidata
pl/f-sharp,F♯,wikidata
pl/musicxml,Music Extensible Markup Language,wikidata
pl/musicxml,uncompressed MusicXML,wikidata
pl/musicxml,Music XML,wikidata
pl/gap,"Groups, Algorithms and Programming",wikidata
pl/rexx,Restructured Extended Executor,wikidata
pl/asciidoc,AsciiDoc language,wikidata
pl/mathml,Mathematical Markup Language,wikidata
pl/gml,ISO 19136:2007,wikidata
pl/gml,Geography Mark-Up Language,wikidata
pl/x3d,.x3d,wikidata
pl/x3d,.x3dv,wikidata
pl/x3d,.x3dz,wikidata
pl/x3d,.x3dbz,wikidata
pl/x3d,.x3dvz,wikidata
pl/typescript,.ts,wikidata
pl/typescript,TS,wikidata
pl/mxml,Macromedia Flex Markup Language,wikidata
pl/m3u,.m3u,wikidata
pl/m3u,Moving Picture Experts Group Audio Layer 3 Uniform Resource Locator,wikidata
pl/m3u,.m3u8,wikidata
pl/racket,DrRacket,wikidata
pl/racket,DrScheme,wikidata
pl/racket,PLT Scheme,wikidata
pl/emacs-lisp,Elisp,wikidata
pl/emacs-lisp,.el,wikidata
pl/rebol,Relative Expression-Based Object Language,wikidata
pl/haml,HTML Abstraction Markup Language,wikidata
pl/pawn,.pwn as another C++,wikidata
pl/raku,Perl 6,wikidata
pl/raku,Perl6,wikidata
pl/julia,JuliaLang,wikidata
pl/julia,The Julia Language,wikidata
pl/julia,Julia programming language,wikidata
pl/neko,NekoML,wikidata
pl/neko,NXML,wikidata
pl/fjolnir,Fjoelnir,wikidata
pl/kumir,Miry Kushnirenko,wikidata
pl/kumir,Komplekt Uchebnykh MIRov,wikidata
pl/activevfp,AVFP,wikidata
pl/sas,SAS language,wikidata
pl/vim-script,VimL,wikidata
pl/wolfram-language,Wolfram,wikidata
pl/wolfram-language,Mathematica language,wikidata
pl/wolfram-language,Mathematica,wikidata
pl/wolfram-language,.nb,wikidata
pl/wolfram-language,.m,wikidata
pl/wolfram-language,.wl,wikidata
pl/cameleon-programming-language,Cameleon,wikidata
pl/swift,Apple Swift,wikidata
pl/swift,Swift programming language,wikidata
pl/swift,Swift language,wikidata
pl/swift,Swift (Apple programming language),wikidata
pl/swift,Swiftlang,wikidata
pl/swift,Swift.org,wikidata
pl/nim,Nimrod,wikidata
pl/nim,Nim programming language,wikidata
pl/webassembly,wasm,wikidata
pl/webassembly,WebASM,wikidata
pl/webassembly,Wasm,wikidata
pl/webassembly,WASM,wikidata
pl/octave,Octave language,wikidata
pl/crystal,Crystal Language,wikidata
pl/crystal,Crystal Lang,wikidata
pl/toml,.toml,wikidata
pl/toml,"Tom's Obvious, Minimal Language",wikidata
pl/toml,Tom's Own Markup Language,wikidata
pl/kaitai-struct,.ksy,wikidata
pl/kaitai-struct,KSY,wikidata
pl/q-sharp,Q Sharp,wikidata
pl/ballerina,Ballerina (programming language),wikidata
pl/zig,Ziglang,wikidata
pl/zig,Zig language,wikidata
pl/zig,Zig programming language,wikidata
pl/common-workflow-language,CWL,wikidata
pl/reason,ReasonML,wikidata
pl/gleam,GleamLang,wikidata
pl/sqf,SQF Language,wikidata
pl/sqf,Status Quo Function,wikidata
pl/icml,InDesign ICML,wikidata
pl/icml,.icml,wikidata
pl/carbon,Carbonlang,wikidata
pl/carbon,Carbon language,wikidata
pl/carbon,Carbon programming language,wikidata
pl/carbon,Carbon-Lang,wikidata
pl/rescript,BuckleScript,wikidata
pl/mojo,Mojo language,wikidata
pl/mojo,Mojo programming language,wikidata
pl/mojo,Mojo Lang,wikidata
pl/nix,Nix Lang,wikidata
pl/html5,HTML 5,wikidata
pl/c-3,C minus minus,wikidata
pl/4dos,JP Software 4DOS,wikidata
pl/advanced-stream-redirector,.asx,wikidata
pl/advanced-stream-redirector,ASX file,wikidata
pl/advanced-stream-redirector,ASX playlist,wikidata
pl/pls,Playlist File format,wikidata
pl/pls,Playlist File,wikidata
pl/pls,PLS (file format),wikidata
pl/xml-shareable-playlist-format,XSPF,wikidata
pl/xml-shareable-playlist-format,.xspf,wikidata
pl/xml-user-interface-language,XUL,wikidata
pl/xml-user-interface-language,ZOOL,wikidata
pl/xml-user-interface-language,XUL,wikidata
pl/snapbang,BYOB,wikidata
pl/snapbang,Construye tus propios bloques,wikidata
pl/snapbang,Snap! (programming language),wikidata
pl/synchronized-multimedia-integration-language-2,SMIL,wikidata
pl/web,Web (programming system),wikidata
pl/darwin-information-typing-architecture,DITA,wikidata
pl/darwin-information-typing-architecture,Document Information Typing Architecture,wikidata
pl/inkml,Ink Markup Language,wikidata
pl/extensible-forms-description-language,XFDL,wikidata
pl/precision-graphics-markup-language,PGML,wikidata
pl/railway-markup-language,railML,wikidata
pl/railway-markup-language,Railml,wikidata
pl/railway-markup-language,RailML,wikidata
pl/railway-markup-language,.railml,wikidata
pl/railway-markup-language,.railmlx,wikidata
pl/railway-markup-language,RailML,wikidata
pl/windows-media-player-playlist,WPL,wikidata
pl/windows-media-player-playlist,.wpl,wikidata
pl/alto,Analyzed Layout and Text Object,wikidata
pl/alto,Analyzed Layout and Text Object,wikidata
pl/pixilang,.pixi,wikidata
pl/pixilang,.txt,wikidata
pl/petri-net-markup-language,PNML,wikidata
pl/state-chart-xml,SCXML,wikidata
pl/state-chart-xml,State Machine Notation for Control Abstraction,wikidata
pl/state-chart-xml,.scxml,wikidata
pl/state-chart-xml,SCXML,wikidata
pl/extendscript,ESTK,wikidata
pl/fountain,fountain.io,wikidata
pl/fountain,Fountain (markup language),wikidata
pl/ur-web,Ur,wikidata
pl/ur-web,Ur (programming language),wikidata
pl/accelerated-mobile-pages,Accelerated Mobile Pages Project,wikidata
pl/accelerated-mobile-pages,AMP,wikidata
pl/accelerated-mobile-pages,amphtml,wikidata
pl/gexf,Graph Exchange XML Format,wikidata
pl/marcxml,MARC XML,wikidata
pl/marcxml,MARC/XML,wikidata
pl/opera-binary-markup-language,OBML,wikidata
pl/opera-binary-markup-language,.obml,wikidata
pl/opera-binary-markup-language,.obml15,wikidata
pl/opera-binary-markup-language,.obml16,wikidata
pl/tei-p5-single-text-file,TEI P5,wikidata
pl/tei-p5-xml-corpus-file,TEI P5 XML,wikidata
pl/phoenix-object-basic-2,Envelop,wikidata
pl/javascript-for-automation,JXA,wikidata
pl/amazon-shading-language,AZSL,wikidata
pl/org-file,Org document,wikidata
pl/org-file,Org markup,wikidata
pl/org-file,Org-mode markup,wikidata
pl/varphi-language,Varphi boasts,wikidata
pl/ttplayer-playlist,.ttpl,wikidata
pl/ttplayer-playlist,.ttbl,wikidata
pl/xsl,Extensible Stylesheet Language,wikidata
pl/call-control-extensible-markup-language,CCXML,wikidata
pl/ecmascript,ES,wikidata
pl/ecmascript,ECMAScript specification,wikidata
pl/web-application-description-language,WADL,wikidata
pl/property-list,.plist,wikidata
pl/property-list,p-list,wikidata
pl/perl-module,.pm,wikidata
pl/perl-module,Perl library,wikidata
pl/javascript-style-sheets,JSSS,wikidata
pl/bson,Binary JSON,wikidata
pl/bson,.bson,wikidata
pl/fortran-95,F95,wikidata
pl/fortran-95,Fortran 95 language features,wikidata
pl/trig,.trig,wikidata
pl/trig,TriG (syntax),wikidata
pl/zope-configuration-markup-language,ZCML,wikidata
pl/fortran-2003,F2003,wikidata
pl/fortran-2008,F2008,wikidata
pl/distinguished-encoding-rules,DER,wikidata
pl/fountain-script,.fountain,wikidata
pl/fountain-script,Fountain Markup Language File,wikidata
pl/mzml,Mass Spectrometry Markup Language,wikidata
pl/keyhole-markup-language-zipped,KMZ,wikidata
pl/keyhole-markup-language-zipped,.kmz,wikidata
pl/keyhole-markup-language-zipped,KML-Zipped,wikidata
pl/keyhole-markup-language-zipped,KML Zipped,wikidata
pl/yet-another-object-description-language,YAODL,wikidata
pl/yet-another-object-description-language,SGI YAODL 3d vector data,wikidata
pl/microsoft-object-description-language,ODL,wikidata
pl/microsoft-object-description-language,.odl,wikidata
pl/microsoft-object-description-language,Object Description File,wikidata
pl/data-format-description-language-schema,.dfdl.xsd,wikidata
pl/data-format-description-language-schema,DFDL schema,wikidata
pl/ion,Amazon Ion,wikidata
pl/ion,Ion (serialization format),wikidata
pl/alias-scene-description-language,.sdl,wikidata
pl/geography-markup-language-version-3-2,.gml,wikidata
pl/apache-orc,Optimized Row Columnar,wikidata
pl/structured-query-language-script,SQL script,wikidata
pl/structured-query-language-script,.sql,wikidata
pl/lilypond-music-score,.ly,wikidata
pl/lilypond-music-score,.ily,wikidata
pl/lilypond-music-score,LilyPond format,wikidata
pl/lilypond-music-score,LilyPond file format,wikidata
pl/lilypond-music-score,LilyPond score,wikidata
pl/magick-scripting-language,.msl,wikidata
pl/animl,Analytical Information Markup Language,wikidata
pl/capn-proto-schema,.capnp,wikidata
pl/wireless-markup-language-file,Wireless Markup Language (WML) Document,wikidata
pl/wireless-markup-language-file,Wireless Markup Language,wikidata
pl/vega-visualization,Vega Visualization Specification Language,wikidata
pl/adobe-indesign-markup-language,InDesign Markup Language,wikidata
pl/vhsic-hardware-description-language-with-rem,VHDL file,wikidata
pl/vhsic-hardware-description-language-with-rem,VHDL file format,wikidata
pl/vhsic-hardware-description-language-with-rem,VHDL source code,wikidata
pl/coldfusion-markup-language-format,ColdFusion Markup Language,wikidata
pl/coldfusion-markup-language-format,Coldfusion HTML,wikidata
pl/adobe-extension-data-markup-language-document,EDML file,wikidata
pl/interface-definition-language-file,Interface Definition File,wikidata
pl/graphical-pathway-markup-language,GenMAPP Pathway Markup Language,wikidata
pl/graphical-pathway-markup-language,GPML,wikidata
pl/extensible-markup-language-1-1,XML 1.1,wikidata
pl/nbt,named binary tag,wikidata
pl/nbt,Minecraft data,wikidata
pl/nbt,Minecraft save data,wikidata
pl/tei-xml,TEI XML,wikidata
pl/tei-xml,TEI,wikidata
pl/timed-text-markup-language-version-2,TTML2,wikidata
pl/metal-shading-language-file,Metal file,wikidata
pl/high-level-shader-language-file-format,HLSL file format,wikidata
pl/high-level-shader-language-file-format,HLSL file,wikidata
pl/json-query-and-transformation-language-file-format,JSLT file format,wikidata
pl/json-query-and-transformation-language-file-format,JSLT source,wikidata
pl/kusto-query-file,Kusto Query Language source code file,wikidata
pl/linden-scripting-language-source-code-file,Linden Scripting Language source code,wikidata
pl/relation-query-language-file-format,RQL file,wikidata
pl/varnish-configuration-language-file-format,VCL file,wikidata
pl/html-email-markup-language-format,HEML,wikidata
pl/ftl-file,FreeMarker Template Language file,wikidata
pl/ftlh-file,FreeMarker Template Language HTML file,wikidata
pl/ftlx-file,FreeMarker Template Language XML file,wikidata
pl/citygml-file-format,City Geography Markup Language file format,wikidata
pl/token-oriented-object-notation,TOON,wikidata
pl/token-oriented-object-notation,.toon,wikidata
