pl_id,canonical_name,lang_id_master,linguist_key,pygments_name,hyperpolyglot_name,rosettacode_name,rosettacode_url,esolang_url,source_flags,source_count,first_appeared,homepage,evidence_urls,paradigms,typing,designed_by,types,in_pldb,in_linguist,in_pygments,in_wikipedia,in_esolang,in_hyperpolyglot,in_rosettacode,in_manual_add,in_wikidata,created_via_issue,wikidata_qid,wikipedia_url,wikidata_url
pl/deadfuck,Deadfuck,deadfuck,,,,,,https://esolangs.org/wiki/Deadfuck,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadifsh,DeadIFsh,deadifsh,,,,,,https://esolangs.org/wiki/DeadIFsh,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadman,Deadman,deadman,,,,,,https://esolangs.org/wiki/Deadman,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadpig,DeadPig,deadpig,,,,,,https://esolangs.org/wiki/DeadPig,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadshark,Deadshark,deadshark,,,,,,https://esolangs.org/wiki/Deadshark,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadsimple,DeadSimple,deadsimple,,,,,,https://esolangs.org/wiki/DeadSimple,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadsnail,Deadsnail,deadsnail,,,,,,https://esolangs.org/wiki/Deadsnail,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deadsocket,Deadsocket,deadsocket,,,,,,https://esolangs.org/wiki/Deadsocket,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deafpig,DeafPig,deafpig,,,,,,https://esolangs.org/wiki/DeafPig,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/death,Death,death,,,,,,https://esolangs.org/wiki/Death,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deathscript,DeathScript,deathscript,,,,,,https://esolangs.org/wiki/DeathScript,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deb,deb,deb,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,Q305976,https://en.wikipedia.org/wiki/Deb_(file_format),
pl/debian-package-control-file,Debian Package Control File,debian-package-control-file,Debian Package Control File,,,,,,linguist,1,,,https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,no,yes,no,no,no,no,no,no,no,,,,
pl/debl,debl,debl,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/debruijn,DeBruijn,debruijn,,,,,,https://esolangs.org/wiki/DeBruijn,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/debuma,debuma,debuma,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dec64,dec64,dec64,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/decimal,Decimal,decimal,,,,,,https://esolangs.org/wiki/Decimal,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/decision-model-notation,decision-model-notation,decision-model-notation,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/decker,decker,decker,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/declare,declare,declare,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/decleq,Decleq,decleq,,,,,,https://esolangs.org/wiki/Decleq,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deductive-language,Deductive language,deductive-language,,,,,,,wikipedia,1,,,https://en.wikipedia.org/wiki/List_of_programming_languages,,,,,no,no,no,yes,no,no,no,no,no,,,,
pl/dedukti,dedukti,dedukti,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/deep,Deep🕳️,deep,,,,,,https://esolangs.org/wiki/Deep%F0%9F%95%B3%EF%B8%8F,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deeplang,DeepLang,deeplang,,,,,,https://esolangs.org/wiki/DeepLang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deesel,deesel,deesel,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/def-run-t,Def run(t):,def-run-t,,,,,,https://esolangs.org/wiki/Def_run%28t%29%3A,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/define,Define,define,,,,,,https://esolangs.org/wiki/Define,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/define-all-of-it,Define All Of It,define-all-of-it,,,,,,https://esolangs.org/wiki/Define_All_Of_It,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/definer,Definer,definer,,,,,,https://esolangs.org/wiki/Definer,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/definite-clause-grammar-notation,definite-clause-grammar-notation,definite-clause-grammar-notation,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/definitely-unusable,Definitely unusable,definitely-unusable,,,,,,https://esolangs.org/wiki/Definitely_unusable,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/definition,Definition,definition,,,,,,https://esolangs.org/wiki/Definition,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deflang,DefLang,deflang,,,,,,https://esolangs.org/wiki/DefLang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/defunc,Defunc,defunc,,,,,,https://esolangs.org/wiki/Defunc,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/degration,Degration,degration,,,,,,https://esolangs.org/wiki/Degration,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deklare,Deklare,deklare,,,,,,https://esolangs.org/wiki/Deklare,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/del,del,del,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/delambda,Delambda,delambda,,,,,,https://esolangs.org/wiki/Delambda,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deletescript,DeleteScript,deletescript,,,,,,https://esolangs.org/wiki/DeleteScript,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deletion-log,Deletion log,deletion-log,,,,,,https://esolangs.org/wiki/Deletion_log,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/delirium,delirium,delirium,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/delphi,delphi,delphi,,DelphiLexer,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,yes,no,no,no,no,no,no,,Q81571,https://en.wikipedia.org/wiki/Pascal_(programming_language),
pl/delta,Delta,delta,,,,,,https://esolangs.org/wiki/Delta,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/delta-relay,Delta Relay,delta-relay,,,,,,https://esolangs.org/wiki/Delta_Relay,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/delta-salein,Delta Salein Å,delta-salein-a,,,,,,https://esolangs.org/wiki/Delta_Salein_%C3%85,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/delta-prolog,delta-prolog,delta-prolog,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/deltalang,DeltaLang,deltalang,,,,,,https://esolangs.org/wiki/DeltaLang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deltaplex,Deltaplex,deltaplex,,,,,,https://esolangs.org/wiki/Deltaplex,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/delvs,Delvs,delvs,,,,,,https://esolangs.org/wiki/Delvs,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dem,dem,dem,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,Q7866417,https://en.wikipedia.org/wiki/USGS_DEM,
pl/demeter,demeter,demeter,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/demlang,Demlang,demlang,,,,,,https://esolangs.org/wiki/Demlang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/demons,Demons,demons,,,,,,https://esolangs.org/wiki/Demons,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/demos,demos,demos,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dendral,dendral,dendral,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/denizenscript,DenizenScript,denizenscript,DenizenScript,,,,,,linguist,1,,,https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,no,yes,no,no,no,no,no,no,no,,,,
pl/deno,deno,deno,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/denver-augusta-harrisburg,Denver-Augusta-Harrisburg,denver-augusta-harrisburg,,,,,,https://esolangs.org/wiki/Denver-Augusta-Harrisburg,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deoxyribose,Deoxyribose,deoxyribose,,,,,,https://esolangs.org/wiki/Deoxyribose,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/depend,Depend,depend,,,,,,https://esolangs.org/wiki/Depend,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dependent-ml,dependent-ml,dependent-ml,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dependently-typed-binary-lambda-calculus,Dependently Typed Binary Lambda Calculus,dependently-typed-binary-lambda-calculus,,,,,,https://esolangs.org/wiki/Dependently_Typed_Binary_Lambda_Calculus,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dequeasm,Dequeasm,dequeasm,,,,,,https://esolangs.org/wiki/Dequeasm,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/der-know-how-computer,Der Know How Computer,der-know-how-computer,,,,,,https://esolangs.org/wiki/Der_Know_How_Computer,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dern,dern,dern,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/derpcode,Derpcode,derpcode,,,,,,https://esolangs.org/wiki/Derpcode,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/derplang,Derplang,derplang,,,,,,https://esolangs.org/wiki/Derplang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/derpodce,Derpodce,derpodce,,,,,,https://esolangs.org/wiki/Derpodce,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/derpscrp,DerpScrp,derpscrp,,,,,,https://esolangs.org/wiki/DerpScrp,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/derptext,DerpText,derptext,,,,,,https://esolangs.org/wiki/DerpText,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/descartes,descartes,descartes,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/describish,Describish,describish,,,,,,https://esolangs.org/wiki/Describish,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/descript,descript,descript,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/descriptive-program,Descriptive Program,descriptive-program,,,,,,https://esolangs.org/wiki/Descriptive_Program,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/descriptran,descriptran,descriptran,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/design-coder,Design coder,design-coder,,,,,,https://esolangs.org/wiki/Design_coder,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deskin,Deskin,deskin,,,,,,https://esolangs.org/wiki/Deskin,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/desktop,desktop,desktop,desktop,DesktopLexer,desktop,,,,linguist;pldb,2,,,https://github.com/breck7/pldb;https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,yes,yes,yes,no,no,yes,no,no,no,,,,
pl/desmos,desmos,desmos,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/desmoslang,Desmoslang,desmoslang,,,,,,https://esolangs.org/wiki/Desmoslang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/desrever,Desrever,desrever,,,,,,https://esolangs.org/wiki/Desrever,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/detab-65,detab-65,detab-65,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/detab-x,detab-x,detab-x,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/detailedfuck,DetailedFuck,detailedfuck,,,,,,https://esolangs.org/wiki/DetailedFuck,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/detap,detap,detap,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/detour,Detour,detour,,,,,,https://esolangs.org/wiki/Detour,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/detrovert,Detrovert,detrovert,,,,,,https://esolangs.org/wiki/Detrovert,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deutsch,Deutsch,deutsch,,,,,,https://esolangs.org/wiki/Deutsch,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deva,deva,deva,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/developers,Developers,developers,,,,,,https://esolangs.org/wiki/Developers,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/deviating-percolator,Deviating Percolator,deviating-percolator,,,,,,https://esolangs.org/wiki/Deviating_Percolator,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/device-independent-file-format,device-independent-file-format,device-independent-file-format,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/devicetree,devicetree,devicetree,,DevicetreeLexer,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,yes,no,no,no,no,no,no,,,,
pl/devil,devil,devil,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dewey,Dewey,dewey,,,,,,https://esolangs.org/wiki/Dewey,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dex,dex,dex,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,Q29000585,,
pl/dexterity,dexterity,dexterity,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dexvis,dexvis,dexvis,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dfa-er,DFA-er,dfa-er,,,,,,https://esolangs.org/wiki/DFA-er,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dfl,dfl,dfl,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dfns,dfns,dfns,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dfs,DFS,dfs,,,,,,https://esolangs.org/wiki/DFS,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dg,DG,dg,,DgLexer,,,,https://esolangs.org/wiki/DG,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,yes,no,yes,no,no,no,no,,,,
pl/dgol,DGOL,dgol,,,,,,https://esolangs.org/wiki/DGOL,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dgraph,dgraph,dgraph,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dhall,dhall,dhall,Dhall,,Dhall,,,,linguist;pldb,2,,,https://github.com/breck7/pldb;https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,yes,yes,no,no,no,yes,no,no,no,,,,
pl/diacritic,DIACRITIC,diacritic,,,,,,https://esolangs.org/wiki/DIACRITIC,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/diacritics,Diacritics,diacritics,,,,,,https://esolangs.org/wiki/Diacritics,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/diagram,diagram,diagram,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dialog,dialog,dialog,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/diamag,diamag,diamag,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/diana,diana,diana,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dibol,dibol,dibol,,,,,,,pldb;wikipedia,2,,,https://en.wikipedia.org/wiki/List_of_programming_languages;https://github.com/breck7/pldb,,,,,yes,no,no,yes,no,no,no,no,no,,,,
pl/dice,dice,dice,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dice-roll,Dice Roll,dice-roll,,,,,,https://esolangs.org/wiki/Dice_Roll,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dick,Dick,dick,,,,,,https://esolangs.org/wiki/Dick,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/did-i-ask,Did I Ask,did-i-ask,,,,,,https://esolangs.org/wiki/Did_I_Ask,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/die-deutsche-programmiersprache,Die Deutsche Programmiersprache,die-deutsche-programmiersprache,,,,,,https://esolangs.org/wiki/Die_Deutsche_Programmiersprache,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/diet,diet,diet,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/diexponae,Diexponae,diexponae,,,,,,https://esolangs.org/wiki/Diexponae,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/diff,diff,diff,Diff,DiffLexer,Diff,,,,linguist;pldb,2,,,https://github.com/breck7/pldb;https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,yes,yes,yes,no,no,yes,no,no,no,,Q28600496,,
pl/differential-datalog,differential-datalog,differential-datalog,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/difficult,Difficult,difficult,,,,,,https://esolangs.org/wiki/Difficult,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dig,Dig,dig,,,,,,https://esolangs.org/wiki/Dig,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dig-2,Dig 2,dig-2,,,,,,https://esolangs.org/wiki/Dig_2,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dig-straight-down-like-an-idiot,Dig straight down like an idiot,dig-straight-down-like-an-idiot,,,,,,https://esolangs.org/wiki/Dig_straight_down_like_an_idiot,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digfiles,DigFiles,digfiles,,,,,,https://esolangs.org/wiki/DigFiles,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digfill,DigFill,digfill,,,,,,https://esolangs.org/wiki/DigFill,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digital,Digital,digital,,,,,,https://esolangs.org/wiki/Digital,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digital-miracle,Digital Miracle,digital-miracle,,,,,,https://esolangs.org/wiki/Digital_Miracle,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digital-command-language,digital-command-language,digital-command-language,DIGITAL Command Language,,DIGITAL Command Language,DCL,https://rosettacode.org/wiki/DCL,,linguist;pldb,2,,,https://github.com/breck7/pldb;https://raw.githubusercontent.com/github-linguist/linguist/master/lib/linguist/languages.yml,,,,,yes,yes,no,no,no,yes,yes,no,no,,,,
pl/digitdigitjump,DigitDigitJump,digitdigitjump,,,,,,https://esolangs.org/wiki/DigitDigitJump,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digitlang,DigitLang,digitlang,,,,,,https://esolangs.org/wiki/DigitLang,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/digraf,digraf,digraf,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dilemma,Dilemma,dilemma,,,,,,https://esolangs.org/wiki/Dilemma,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dimensifuck,Dimensifuck,dimensifuck,,,,,,https://esolangs.org/wiki/Dimensifuck,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dimensional,Dimensional,dimensional,,,,,,https://esolangs.org/wiki/Dimensional,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dimensions,Dimensions,dimensions,,,,,,https://esolangs.org/wiki/Dimensions,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dinac,DINAC,dinac,,,,,,https://esolangs.org/wiki/DINAC,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/diner,Diner,diner,,,,,,https://esolangs.org/wiki/Diner,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
pl/dinkc,dinkc,dinkc,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dinnerbell,dinnerbell,dinnerbell,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dino,dino,dino,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dio,dio,dio,,,,,,,pldb,1,,,https://github.com/breck7/pldb,,,,,yes,no,no,no,no,no,no,no,no,,,,
pl/dionysus,Dionysus,dionysus,,,,,,https://esolangs.org/wiki/Dionysus,esolang,1,,,https://esolangs.org/wiki/Category:Languages,,,,esolang,no,no,no,no,yes,no,no,no,no,,,,
